record_id,log_date,equipment_id,technician_id,customer_id,erp_order_id,maintenance_type,maintenance_status,log_description,summarized_log,failure_rate,maintenance_cost,downtime_hours,summarization_time_saved
MTN-00351,2025-06-18,EQ-0051,TECH-031,ECUST-0051,ERP-00351,Preventive Maintenance,Delayed,Technician note for EQ-0051 on 2025-06-18.,AI summary: Preventive Maintenance on EQ-0051.,0.4923,1917.04,13,7
MTN-00352,2024-09-22,EQ-0052,TECH-032,ECUST-0052,ERP-00352,Predictive Maintenance,Completed,Technician note for EQ-0052 on 2024-09-22.,AI summary: Predictive Maintenance on EQ-0052.,0.7561,3666.37,167,3
MTN-00353,2025-04-28,EQ-0053,TECH-033,ECUST-0053,ERP-00353,Corrective Maintenance,Cancelled,Technician note for EQ-0053 on 2025-04-28.,AI summary: Corrective Maintenance on EQ-0053.,0.3544,13517.61,29,7
MTN-00354,2025-05-04,EQ-0054,TECH-034,ECUST-0054,ERP-00354,Condition-Based Maintenance,Delayed,Technician note for EQ-0054 on 2025-05-04.,AI summary: Condition-Based Maintenance on EQ-0054.,0.8752,8983.88,60,8
MTN-00355,2026-01-25,EQ-0055,TECH-035,ECUST-0055,ERP-00355,Reliability-Centered Maintenance,Completed,Technician note for EQ-0055 on 2026-01-25.,AI summary: Reliability-Centered Maintenance on EQ-0055.,0.5274,13095.87,118,6
MTN-00356,2025-11-12,EQ-0056,TECH-036,ECUST-0056,ERP-00356,Preventive Maintenance,Completed,Technician note for EQ-0056 on 2025-11-12.,AI summary: Preventive Maintenance on EQ-0056.,0.8071,679.34,105,2
MTN-00357,2025-09-21,EQ-0057,TECH-037,ECUST-0057,ERP-00357,Predictive Maintenance,Cancelled,Technician note for EQ-0057 on 2025-09-21.,AI summary: Predictive Maintenance on EQ-0057.,0.1408,11783.41,107,4
MTN-00358,2025-03-03,EQ-0058,TECH-038,ECUST-0058,ERP-00358,Corrective Maintenance,Scheduled,Technician note for EQ-0058 on 2025-03-03.,AI summary: Corrective Maintenance on EQ-0058.,0.507,8564.9,111,3
MTN-00359,2024-12-03,EQ-0059,TECH-039,ECUST-0059,ERP-00359,Condition-Based Maintenance,In Progress,Technician note for EQ-0059 on 2024-12-03.,AI summary: Condition-Based Maintenance on EQ-0059.,0.7002,4225.85,92,2
MTN-00360,2024-12-18,EQ-0060,TECH-040,ECUST-0060,ERP-00360,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0060 on 2024-12-18.,AI summary: Reliability-Centered Maintenance on EQ-0060.,0.0221,14400.27,89,7
MTN-00361,2025-03-20,EQ-0061,TECH-001,ECUST-0061,ERP-00361,Preventive Maintenance,Cancelled,Technician note for EQ-0061 on 2025-03-20.,AI summary: Preventive Maintenance on EQ-0061.,0.7172,6496.32,170,2
MTN-00362,2025-03-12,EQ-0062,TECH-002,ECUST-0062,ERP-00362,Predictive Maintenance,In Progress,Technician note for EQ-0062 on 2025-03-12.,AI summary: Predictive Maintenance on EQ-0062.,0.5339,4318.26,8,0
MTN-00363,2025-08-02,EQ-0063,TECH-003,ECUST-0063,ERP-00363,Corrective Maintenance,Delayed,Technician note for EQ-0063 on 2025-08-02.,AI summary: Corrective Maintenance on EQ-0063.,0.8692,12069.28,135,4
MTN-00364,2025-11-21,EQ-0064,TECH-004,ECUST-0064,ERP-00364,Condition-Based Maintenance,Delayed,Technician note for EQ-0064 on 2025-11-21.,AI summary: Condition-Based Maintenance on EQ-0064.,0.2297,13690.96,149,3
MTN-00365,2026-01-11,EQ-0065,TECH-005,ECUST-0065,ERP-00365,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0065 on 2026-01-11.,AI summary: Reliability-Centered Maintenance on EQ-0065.,0.5643,7862.01,178,5
MTN-00366,2024-12-07,EQ-0066,TECH-006,ECUST-0066,ERP-00366,Preventive Maintenance,Scheduled,Technician note for EQ-0066 on 2024-12-07.,AI summary: Preventive Maintenance on EQ-0066.,0.4949,3528.48,23,8
MTN-00367,2025-11-30,EQ-0067,TECH-007,ECUST-0067,ERP-00367,Predictive Maintenance,Completed,Technician note for EQ-0067 on 2025-11-30.,AI summary: Predictive Maintenance on EQ-0067.,0.2029,11457.1,121,1
MTN-00368,2026-03-18,EQ-0068,TECH-008,ECUST-0068,ERP-00368,Corrective Maintenance,Delayed,Technician note for EQ-0068 on 2026-03-18.,AI summary: Corrective Maintenance on EQ-0068.,0.0385,7340.51,97,3
MTN-00369,2024-11-20,EQ-0069,TECH-009,ECUST-0069,ERP-00369,Condition-Based Maintenance,Cancelled,Technician note for EQ-0069 on 2024-11-20.,AI summary: Condition-Based Maintenance on EQ-0069.,0.2508,6508.84,139,7
MTN-00370,2026-04-16,EQ-0070,TECH-010,ECUST-0070,ERP-00370,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0070 on 2026-04-16.,AI summary: Reliability-Centered Maintenance on EQ-0070.,0.6482,12165.72,18,8
MTN-00371,2025-10-09,EQ-0071,TECH-011,ECUST-0071,ERP-00371,Preventive Maintenance,Delayed,Technician note for EQ-0071 on 2025-10-09.,AI summary: Preventive Maintenance on EQ-0071.,0.5589,10306.77,192,2
MTN-00372,2025-06-29,EQ-0072,TECH-012,ECUST-0072,ERP-00372,Predictive Maintenance,Completed,Technician note for EQ-0072 on 2025-06-29.,AI summary: Predictive Maintenance on EQ-0072.,0.0669,9337.69,161,1
MTN-00373,2025-09-26,EQ-0073,TECH-013,ECUST-0073,ERP-00373,Corrective Maintenance,Cancelled,Technician note for EQ-0073 on 2025-09-26.,AI summary: Corrective Maintenance on EQ-0073.,0.3863,12572.58,13,4
MTN-00374,2025-12-22,EQ-0074,TECH-014,ECUST-0074,ERP-00374,Condition-Based Maintenance,Scheduled,Technician note for EQ-0074 on 2025-12-22.,AI summary: Condition-Based Maintenance on EQ-0074.,0.804,14673.28,8,6
MTN-00375,2025-11-25,EQ-0075,TECH-015,ECUST-0075,ERP-00375,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0075 on 2025-11-25.,AI summary: Reliability-Centered Maintenance on EQ-0075.,0.3133,5238.06,116,3
MTN-00376,2024-07-23,EQ-0076,TECH-016,ECUST-0076,ERP-00376,Preventive Maintenance,Scheduled,Technician note for EQ-0076 on 2024-07-23.,AI summary: Preventive Maintenance on EQ-0076.,0.6843,7534.77,95,7
MTN-00377,2025-05-11,EQ-0077,TECH-017,ECUST-0077,ERP-00377,Predictive Maintenance,Cancelled,Technician note for EQ-0077 on 2025-05-11.,AI summary: Predictive Maintenance on EQ-0077.,0.1452,12240.24,94,5
MTN-00378,2024-08-25,EQ-0078,TECH-018,ECUST-0078,ERP-00378,Corrective Maintenance,Delayed,Technician note for EQ-0078 on 2024-08-25.,AI summary: Corrective Maintenance on EQ-0078.,0.1537,2356.07,68,5
MTN-00379,2025-05-05,EQ-0079,TECH-019,ECUST-0079,ERP-00379,Condition-Based Maintenance,Scheduled,Technician note for EQ-0079 on 2025-05-05.,AI summary: Condition-Based Maintenance on EQ-0079.,0.2054,6794.89,141,0
MTN-00380,2025-01-10,EQ-0080,TECH-020,ECUST-0080,ERP-00380,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0080 on 2025-01-10.,AI summary: Reliability-Centered Maintenance on EQ-0080.,0.1335,4617.56,73,7
MTN-00381,2026-03-28,EQ-0081,TECH-021,ECUST-0081,ERP-00381,Preventive Maintenance,Cancelled,Technician note for EQ-0081 on 2026-03-28.,AI summary: Preventive Maintenance on EQ-0081.,0.8813,13795.55,29,5
MTN-00382,2025-05-30,EQ-0082,TECH-022,ECUST-0082,ERP-00382,Predictive Maintenance,In Progress,Technician note for EQ-0082 on 2025-05-30.,AI summary: Predictive Maintenance on EQ-0082.,0.7753,6476.35,13,6
MTN-00383,2025-11-04,EQ-0083,TECH-023,ECUST-0083,ERP-00383,Corrective Maintenance,Scheduled,Technician note for EQ-0083 on 2025-11-04.,AI summary: Corrective Maintenance on EQ-0083.,0.2917,8063.96,171,6
MTN-00384,2025-10-26,EQ-0084,TECH-024,ECUST-0084,ERP-00384,Condition-Based Maintenance,Scheduled,Technician note for EQ-0084 on 2025-10-26.,AI summary: Condition-Based Maintenance on EQ-0084.,0.002,7175.23,1,2
MTN-00385,2025-12-30,EQ-0085,TECH-025,ECUST-0085,ERP-00385,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0085 on 2025-12-30.,AI summary: Reliability-Centered Maintenance on EQ-0085.,0.8867,13206.81,149,6
MTN-00386,2025-12-17,EQ-0086,TECH-026,ECUST-0086,ERP-00386,Preventive Maintenance,Scheduled,Technician note for EQ-0086 on 2025-12-17.,AI summary: Preventive Maintenance on EQ-0086.,0.7791,8486.62,20,0
MTN-00387,2025-03-12,EQ-0087,TECH-027,ECUST-0087,ERP-00387,Predictive Maintenance,Delayed,Technician note for EQ-0087 on 2025-03-12.,AI summary: Predictive Maintenance on EQ-0087.,0.3377,11691.89,93,7
MTN-00388,2026-01-18,EQ-0088,TECH-028,ECUST-0088,ERP-00388,Corrective Maintenance,In Progress,Technician note for EQ-0088 on 2026-01-18.,AI summary: Corrective Maintenance on EQ-0088.,0.6809,14477.14,134,1
MTN-00389,2026-03-09,EQ-0089,TECH-029,ECUST-0089,ERP-00389,Condition-Based Maintenance,Cancelled,Technician note for EQ-0089 on 2026-03-09.,AI summary: Condition-Based Maintenance on EQ-0089.,0.6734,2718.55,47,8
MTN-00390,2024-07-29,EQ-0090,TECH-030,ECUST-0090,ERP-00390,Reliability-Centered Maintenance,Completed,Technician note for EQ-0090 on 2024-07-29.,AI summary: Reliability-Centered Maintenance on EQ-0090.,0.7691,12680.85,181,3
MTN-00391,2025-06-03,EQ-0091,TECH-031,ECUST-0091,ERP-00391,Preventive Maintenance,Scheduled,Technician note for EQ-0091 on 2025-06-03.,AI summary: Preventive Maintenance on EQ-0091.,0.6973,3349.47,42,2
MTN-00392,2025-03-10,EQ-0092,TECH-032,ECUST-0092,ERP-00392,Predictive Maintenance,Completed,Technician note for EQ-0092 on 2025-03-10.,AI summary: Predictive Maintenance on EQ-0092.,0.7112,5644.49,21,6
MTN-00393,2026-06-18,EQ-0093,TECH-033,ECUST-0093,ERP-00393,Corrective Maintenance,Cancelled,Technician note for EQ-0093 on 2026-06-18.,AI summary: Corrective Maintenance on EQ-0093.,0.9467,2589.04,76,6
MTN-00394,2025-01-15,EQ-0094,TECH-034,ECUST-0094,ERP-00394,Condition-Based Maintenance,Completed,Technician note for EQ-0094 on 2025-01-15.,AI summary: Condition-Based Maintenance on EQ-0094.,0.2707,8843.63,28,3
MTN-00395,2025-03-28,EQ-0095,TECH-035,ECUST-0095,ERP-00395,Reliability-Centered Maintenance,Completed,Technician note for EQ-0095 on 2025-03-28.,AI summary: Reliability-Centered Maintenance on EQ-0095.,0.997,7448.3,71,4
MTN-00396,2024-11-21,EQ-0096,TECH-036,ECUST-0096,ERP-00396,Preventive Maintenance,Scheduled,Technician note for EQ-0096 on 2024-11-21.,AI summary: Preventive Maintenance on EQ-0096.,0.4039,9437.66,89,0
MTN-00397,2025-05-09,EQ-0097,TECH-037,ECUST-0097,ERP-00397,Predictive Maintenance,Cancelled,Technician note for EQ-0097 on 2025-05-09.,AI summary: Predictive Maintenance on EQ-0097.,0.0405,8955.03,123,4
MTN-00398,2025-05-17,EQ-0098,TECH-038,ECUST-0098,ERP-00398,Corrective Maintenance,In Progress,Technician note for EQ-0098 on 2025-05-17.,AI summary: Corrective Maintenance on EQ-0098.,0.0933,7763.78,119,3
MTN-00399,2024-11-06,EQ-0099,TECH-039,ECUST-0099,ERP-00399,Condition-Based Maintenance,Delayed,Technician note for EQ-0099 on 2024-11-06.,AI summary: Condition-Based Maintenance on EQ-0099.,0.1353,11617.44,60,2
MTN-00400,2026-05-08,EQ-0100,TECH-040,ECUST-0100,ERP-00400,Reliability-Centered Maintenance,Completed,Technician note for EQ-0100 on 2026-05-08.,AI summary: Reliability-Centered Maintenance on EQ-0100.,0.8875,4021.75,154,8
MTN-00401,2025-12-14,EQ-0101,TECH-001,ECUST-0101,ERP-00401,Preventive Maintenance,Cancelled,Technician note for EQ-0101 on 2025-12-14.,AI summary: Preventive Maintenance on EQ-0101.,0.0382,8310.53,125,4
MTN-00402,2024-07-21,EQ-0102,TECH-002,ECUST-0102,ERP-00402,Predictive Maintenance,Delayed,Technician note for EQ-0102 on 2024-07-21.,AI summary: Predictive Maintenance on EQ-0102.,0.0943,2685.38,159,4
MTN-00403,2026-05-12,EQ-0103,TECH-003,ECUST-0103,ERP-00403,Corrective Maintenance,Scheduled,Technician note for EQ-0103 on 2026-05-12.,AI summary: Corrective Maintenance on EQ-0103.,0.605,9054.43,12,0
MTN-00404,2026-05-23,EQ-0104,TECH-004,ECUST-0104,ERP-00404,Condition-Based Maintenance,Scheduled,Technician note for EQ-0104 on 2026-05-23.,AI summary: Condition-Based Maintenance on EQ-0104.,0.7495,2571.6,101,0
MTN-00405,2025-01-31,EQ-0105,TECH-005,ECUST-0105,ERP-00405,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0105 on 2025-01-31.,AI summary: Reliability-Centered Maintenance on EQ-0105.,0.0231,4773.93,9,1
MTN-00406,2026-01-23,EQ-0106,TECH-006,ECUST-0106,ERP-00406,Preventive Maintenance,Delayed,Technician note for EQ-0106 on 2026-01-23.,AI summary: Preventive Maintenance on EQ-0106.,0.2736,14996.54,67,6
MTN-00407,2024-08-08,EQ-0107,TECH-007,ECUST-0107,ERP-00407,Predictive Maintenance,Delayed,Technician note for EQ-0107 on 2024-08-08.,AI summary: Predictive Maintenance on EQ-0107.,0.4101,7782.26,153,1
MTN-00408,2025-08-22,EQ-0108,TECH-008,ECUST-0108,ERP-00408,Corrective Maintenance,Completed,Technician note for EQ-0108 on 2025-08-22.,AI summary: Corrective Maintenance on EQ-0108.,0.9949,10016.04,69,6
MTN-00409,2026-01-26,EQ-0109,TECH-009,ECUST-0109,ERP-00409,Condition-Based Maintenance,Cancelled,Technician note for EQ-0109 on 2026-01-26.,AI summary: Condition-Based Maintenance on EQ-0109.,0.3985,13825.65,162,4
MTN-00410,2026-04-02,EQ-0110,TECH-010,ECUST-0110,ERP-00410,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0110 on 2026-04-02.,AI summary: Reliability-Centered Maintenance on EQ-0110.,0.5873,8773.75,106,2
MTN-00411,2025-12-13,EQ-0111,TECH-011,ECUST-0111,ERP-00411,Preventive Maintenance,Completed,Technician note for EQ-0111 on 2025-12-13.,AI summary: Preventive Maintenance on EQ-0111.,0.9332,9730.8,21,1
MTN-00412,2025-09-03,EQ-0112,TECH-012,ECUST-0112,ERP-00412,Predictive Maintenance,In Progress,Technician note for EQ-0112 on 2025-09-03.,AI summary: Predictive Maintenance on EQ-0112.,0.2816,6813.43,105,3
MTN-00413,2026-06-05,EQ-0113,TECH-013,ECUST-0113,ERP-00413,Corrective Maintenance,Cancelled,Technician note for EQ-0113 on 2026-06-05.,AI summary: Corrective Maintenance on EQ-0113.,0.8401,858.33,64,1
MTN-00414,2026-06-22,EQ-0114,TECH-014,ECUST-0114,ERP-00414,Condition-Based Maintenance,Scheduled,Technician note for EQ-0114 on 2026-06-22.,AI summary: Condition-Based Maintenance on EQ-0114.,0.9501,8076.29,92,6
MTN-00415,2026-04-14,EQ-0115,TECH-015,ECUST-0115,ERP-00415,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0115 on 2026-04-14.,AI summary: Reliability-Centered Maintenance on EQ-0115.,0.2179,1329.41,80,4
MTN-00416,2026-01-19,EQ-0116,TECH-016,ECUST-0116,ERP-00416,Preventive Maintenance,In Progress,Technician note for EQ-0116 on 2026-01-19.,AI summary: Preventive Maintenance on EQ-0116.,0.2069,736.09,72,3
MTN-00417,2025-12-15,EQ-0117,TECH-017,ECUST-0117,ERP-00417,Predictive Maintenance,Cancelled,Technician note for EQ-0117 on 2025-12-15.,AI summary: Predictive Maintenance on EQ-0117.,0.6806,11678.92,176,3
MTN-00418,2026-04-06,EQ-0118,TECH-018,ECUST-0118,ERP-00418,Corrective Maintenance,Scheduled,Technician note for EQ-0118 on 2026-04-06.,AI summary: Corrective Maintenance on EQ-0118.,0.4741,11605.63,72,2
MTN-00419,2024-12-02,EQ-0119,TECH-019,ECUST-0119,ERP-00419,Condition-Based Maintenance,Scheduled,Technician note for EQ-0119 on 2024-12-02.,AI summary: Condition-Based Maintenance on EQ-0119.,0.7705,5756.25,145,2
MTN-00420,2025-06-08,EQ-0120,TECH-020,ECUST-0120,ERP-00420,Reliability-Centered Maintenance,Completed,Technician note for EQ-0120 on 2025-06-08.,AI summary: Reliability-Centered Maintenance on EQ-0120.,0.0029,8223.8,33,0
MTN-00421,2026-07-09,EQ-0121,TECH-021,ECUST-0121,ERP-00421,Preventive Maintenance,Cancelled,Technician note for EQ-0121 on 2026-07-09.,AI summary: Preventive Maintenance on EQ-0121.,0.0101,9014.45,50,2
MTN-00422,2026-01-30,EQ-0122,TECH-022,ECUST-0122,ERP-00422,Predictive Maintenance,Scheduled,Technician note for EQ-0122 on 2026-01-30.,AI summary: Predictive Maintenance on EQ-0122.,0.2221,10773.98,160,6
MTN-00423,2026-06-05,EQ-0123,TECH-023,ECUST-0123,ERP-00423,Corrective Maintenance,In Progress,Technician note for EQ-0123 on 2026-06-05.,AI summary: Corrective Maintenance on EQ-0123.,0.8582,1219.91,165,3
MTN-00424,2025-08-12,EQ-0124,TECH-024,ECUST-0124,ERP-00424,Condition-Based Maintenance,Completed,Technician note for EQ-0124 on 2025-08-12.,AI summary: Condition-Based Maintenance on EQ-0124.,0.7278,7971.3,163,7
MTN-00425,2026-03-12,EQ-0125,TECH-025,ECUST-0125,ERP-00425,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0125 on 2026-03-12.,AI summary: Reliability-Centered Maintenance on EQ-0125.,0.9579,14446.84,147,2
MTN-00426,2025-07-21,EQ-0126,TECH-026,ECUST-0126,ERP-00426,Preventive Maintenance,Delayed,Technician note for EQ-0126 on 2025-07-21.,AI summary: Preventive Maintenance on EQ-0126.,0.9204,4213.41,53,5
MTN-00427,2025-11-14,EQ-0127,TECH-027,ECUST-0127,ERP-00427,Predictive Maintenance,Delayed,Technician note for EQ-0127 on 2025-11-14.,AI summary: Predictive Maintenance on EQ-0127.,0.0643,13534.22,85,0
MTN-00428,2025-04-27,EQ-0128,TECH-028,ECUST-0128,ERP-00428,Corrective Maintenance,Scheduled,Technician note for EQ-0128 on 2025-04-27.,AI summary: Corrective Maintenance on EQ-0128.,0.9338,1770.26,143,5
MTN-00429,2024-09-09,EQ-0129,TECH-029,ECUST-0129,ERP-00429,Condition-Based Maintenance,Cancelled,Technician note for EQ-0129 on 2024-09-09.,AI summary: Condition-Based Maintenance on EQ-0129.,0.1982,7858.76,48,7
MTN-00430,2025-11-19,EQ-0130,TECH-030,ECUST-0130,ERP-00430,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0130 on 2025-11-19.,AI summary: Reliability-Centered Maintenance on EQ-0130.,0.8041,13836.92,40,5
MTN-00431,2024-11-30,EQ-0131,TECH-031,ECUST-0131,ERP-00431,Preventive Maintenance,Completed,Technician note for EQ-0131 on 2024-11-30.,AI summary: Preventive Maintenance on EQ-0131.,0.1897,12820.74,20,8
MTN-00432,2026-03-11,EQ-0132,TECH-032,ECUST-0132,ERP-00432,Predictive Maintenance,Scheduled,Technician note for EQ-0132 on 2026-03-11.,AI summary: Predictive Maintenance on EQ-0132.,0.593,12857.97,123,7
MTN-00433,2024-09-03,EQ-0133,TECH-033,ECUST-0133,ERP-00433,Corrective Maintenance,Cancelled,Technician note for EQ-0133 on 2024-09-03.,AI summary: Corrective Maintenance on EQ-0133.,0.0632,14051.71,88,5
MTN-00434,2024-09-04,EQ-0134,TECH-034,ECUST-0134,ERP-00434,Condition-Based Maintenance,Completed,Technician note for EQ-0134 on 2024-09-04.,AI summary: Condition-Based Maintenance on EQ-0134.,0.9833,12736.51,66,5
MTN-00435,2025-02-06,EQ-0135,TECH-035,ECUST-0135,ERP-00435,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0135 on 2025-02-06.,AI summary: Reliability-Centered Maintenance on EQ-0135.,0.3175,11302.78,132,0
MTN-00436,2026-03-19,EQ-0136,TECH-036,ECUST-0136,ERP-00436,Preventive Maintenance,Scheduled,Technician note for EQ-0136 on 2026-03-19.,AI summary: Preventive Maintenance on EQ-0136.,0.1458,12669.99,179,6
MTN-00437,2024-09-04,EQ-0137,TECH-037,ECUST-0137,ERP-00437,Predictive Maintenance,Cancelled,Technician note for EQ-0137 on 2024-09-04.,AI summary: Predictive Maintenance on EQ-0137.,0.0397,2839.99,50,4
MTN-00438,2024-11-10,EQ-0138,TECH-038,ECUST-0138,ERP-00438,Corrective Maintenance,Scheduled,Technician note for EQ-0138 on 2024-11-10.,AI summary: Corrective Maintenance on EQ-0138.,0.6292,1908.63,136,1
MTN-00439,2024-11-08,EQ-0139,TECH-039,ECUST-0139,ERP-00439,Condition-Based Maintenance,Scheduled,Technician note for EQ-0139 on 2024-11-08.,AI summary: Condition-Based Maintenance on EQ-0139.,0.5104,14819.98,74,0
MTN-00440,2024-09-29,EQ-0140,TECH-040,ECUST-0140,ERP-00440,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0140 on 2024-09-29.,AI summary: Reliability-Centered Maintenance on EQ-0140.,0.5394,13386.61,115,6
MTN-00441,2026-07-13,EQ-0141,TECH-001,ECUST-0141,ERP-00441,Preventive Maintenance,Cancelled,Technician note for EQ-0141 on 2026-07-13.,AI summary: Preventive Maintenance on EQ-0141.,0.0749,6166.15,105,6
MTN-00442,2025-09-06,EQ-0142,TECH-002,ECUST-0142,ERP-00442,Predictive Maintenance,Scheduled,Technician note for EQ-0142 on 2025-09-06.,AI summary: Predictive Maintenance on EQ-0142.,0.6983,9951.1,174,1
MTN-00443,2024-12-03,EQ-0143,TECH-003,ECUST-0143,ERP-00443,Corrective Maintenance,Delayed,Technician note for EQ-0143 on 2024-12-03.,AI summary: Corrective Maintenance on EQ-0143.,0.3991,9676.9,17,4
MTN-00444,2025-05-28,EQ-0144,TECH-004,ECUST-0144,ERP-00444,Condition-Based Maintenance,Completed,Technician note for EQ-0144 on 2025-05-28.,AI summary: Condition-Based Maintenance on EQ-0144.,0.2505,5088.93,48,5
MTN-00445,2026-01-18,EQ-0145,TECH-005,ECUST-0145,ERP-00445,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0145 on 2026-01-18.,AI summary: Reliability-Centered Maintenance on EQ-0145.,0.3309,3694.74,143,2
MTN-00446,2024-10-06,EQ-0146,TECH-006,ECUST-0146,ERP-00446,Preventive Maintenance,Completed,Technician note for EQ-0146 on 2024-10-06.,AI summary: Preventive Maintenance on EQ-0146.,0.9419,5615.71,168,6
MTN-00447,2024-08-19,EQ-0147,TECH-007,ECUST-0147,ERP-00447,Predictive Maintenance,In Progress,Technician note for EQ-0147 on 2024-08-19.,AI summary: Predictive Maintenance on EQ-0147.,0.5909,1813.34,78,2
MTN-00448,2025-03-22,EQ-0148,TECH-008,ECUST-0148,ERP-00448,Corrective Maintenance,Scheduled,Technician note for EQ-0148 on 2025-03-22.,AI summary: Corrective Maintenance on EQ-0148.,0.4456,3921.69,83,5
MTN-00449,2024-11-07,EQ-0149,TECH-009,ECUST-0149,ERP-00449,Condition-Based Maintenance,Cancelled,Technician note for EQ-0149 on 2024-11-07.,AI summary: Condition-Based Maintenance on EQ-0149.,0.7483,11570.0,2,3
MTN-00450,2025-07-03,EQ-0150,TECH-010,ECUST-0150,ERP-00450,Reliability-Centered Maintenance,Completed,Technician note for EQ-0150 on 2025-07-03.,AI summary: Reliability-Centered Maintenance on EQ-0150.,0.1331,14904.14,41,0
MTN-00451,2026-03-09,EQ-0001,TECH-011,ECUST-0151,ERP-00451,Preventive Maintenance,In Progress,Technician note for EQ-0001 on 2026-03-09.,AI summary: Preventive Maintenance on EQ-0001.,0.5151,3654.85,119,0
MTN-00452,2025-01-09,EQ-0002,TECH-012,ECUST-0152,ERP-00452,Predictive Maintenance,Delayed,Technician note for EQ-0002 on 2025-01-09.,AI summary: Predictive Maintenance on EQ-0002.,0.8867,442.34,161,2
MTN-00453,2025-01-18,EQ-0003,TECH-013,ECUST-0153,ERP-00453,Corrective Maintenance,Cancelled,Technician note for EQ-0003 on 2025-01-18.,AI summary: Corrective Maintenance on EQ-0003.,0.9329,2451.05,156,0
MTN-00454,2024-11-09,EQ-0004,TECH-014,ECUST-0154,ERP-00454,Condition-Based Maintenance,Delayed,Technician note for EQ-0004 on 2024-11-09.,AI summary: Condition-Based Maintenance on EQ-0004.,0.8735,2516.48,134,1
MTN-00455,2025-01-08,EQ-0005,TECH-015,ECUST-0155,ERP-00455,Reliability-Centered Maintenance,Completed,Technician note for EQ-0005 on 2025-01-08.,AI summary: Reliability-Centered Maintenance on EQ-0005.,0.4728,2061.21,170,4
MTN-00456,2025-04-08,EQ-0006,TECH-016,ECUST-0156,ERP-00456,Preventive Maintenance,Delayed,Technician note for EQ-0006 on 2025-04-08.,AI summary: Preventive Maintenance on EQ-0006.,0.4888,12519.77,126,6
MTN-00457,2026-06-10,EQ-0007,TECH-017,ECUST-0157,ERP-00457,Predictive Maintenance,Cancelled,Technician note for EQ-0007 on 2026-06-10.,AI summary: Predictive Maintenance on EQ-0007.,0.3436,3295.37,160,2
MTN-00458,2025-03-02,EQ-0008,TECH-018,ECUST-0158,ERP-00458,Corrective Maintenance,Scheduled,Technician note for EQ-0008 on 2025-03-02.,AI summary: Corrective Maintenance on EQ-0008.,0.5259,2188.94,51,0
MTN-00459,2026-06-22,EQ-0009,TECH-019,ECUST-0159,ERP-00459,Condition-Based Maintenance,Delayed,Technician note for EQ-0009 on 2026-06-22.,AI summary: Condition-Based Maintenance on EQ-0009.,0.378,4161.96,98,8
MTN-00460,2026-07-16,EQ-0010,TECH-020,ECUST-0160,ERP-00460,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0010 on 2026-07-16.,AI summary: Reliability-Centered Maintenance on EQ-0010.,0.3658,12216.01,47,8
MTN-00461,2025-07-07,EQ-0011,TECH-021,ECUST-0161,ERP-00461,Preventive Maintenance,Cancelled,Technician note for EQ-0011 on 2025-07-07.,AI summary: Preventive Maintenance on EQ-0011.,0.781,9197.43,101,2
MTN-00462,2026-06-24,EQ-0012,TECH-022,ECUST-0162,ERP-00462,Predictive Maintenance,Delayed,Technician note for EQ-0012 on 2026-06-24.,AI summary: Predictive Maintenance on EQ-0012.,0.9496,328.31,56,7
MTN-00463,2025-06-04,EQ-0013,TECH-023,ECUST-0163,ERP-00463,Corrective Maintenance,Scheduled,Technician note for EQ-0013 on 2025-06-04.,AI summary: Corrective Maintenance on EQ-0013.,0.5215,118.1,103,3
MTN-00464,2026-06-21,EQ-0014,TECH-024,ECUST-0164,ERP-00464,Condition-Based Maintenance,In Progress,Technician note for EQ-0014 on 2026-06-21.,AI summary: Condition-Based Maintenance on EQ-0014.,0.5528,13851.84,48,1
MTN-00465,2026-02-16,EQ-0015,TECH-025,ECUST-0165,ERP-00465,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0015 on 2026-02-16.,AI summary: Reliability-Centered Maintenance on EQ-0015.,0.7151,13156.62,188,5
MTN-00466,2025-05-13,EQ-0016,TECH-026,ECUST-0166,ERP-00466,Preventive Maintenance,Delayed,Technician note for EQ-0016 on 2025-05-13.,AI summary: Preventive Maintenance on EQ-0016.,0.8165,7098.35,37,2
MTN-00467,2025-05-03,EQ-0017,TECH-027,ECUST-0167,ERP-00467,Predictive Maintenance,Delayed,Technician note for EQ-0017 on 2025-05-03.,AI summary: Predictive Maintenance on EQ-0017.,0.975,6903.36,95,3
