record_id,order_id,customer_id,product_id,order_date,order_total,product_price,inventory_level,customer_segment,order_status,product_category,product_subcategory,customer_ltv,order_frequency,average_order_value,product_rating,product_review_count,price_optimization_flag,price_elasticity,demand_forecast,inventory_turnover,stockout_rate,overstock_rate,revenue_growth_rate,customer_satisfaction_rate,price_optimization_date,price_optimization_result,price_optimization_recommendation
CPG-00564,ORD-00564,CUST-00064,PROD-00164,2024-11-10,164.86,28.7,2021,Medium-Value,Cancelled,Frozen Foods,Frozen Meals,4194.68,21,378.21,1.04,336,TRUE,1.8938,1088,4.0706,0.056897,0.057415,-0.076829,0.78252,2024-12-03,Pending Review,Decrease price
CPG-00565,ORD-00565,CUST-00065,PROD-00165,2024-11-27,256.43,42.46,2167,High-Value,Delivered,Frozen Foods,Frozen Meals,2474.93,19,158.17,1.7,161,FALSE,2.0908,1397,0.9224,0.125209,0.077136,0.130359,0.605331,2024-11-10,Rejected,Bundle with promotion
CPG-00566,ORD-00566,CUST-00066,PROD-00166,2024-07-25,732.65,42.58,4126,Low-Value,Pending,Frozen Foods,Frozen Meals,4157.8,9,54.49,3.79,116,TRUE,0.7197,3832,3.4997,0.138288,0.103406,0.204891,0.737605,2024-08-15,Pending Review,Hold price
CPG-00567,ORD-00567,CUST-00067,PROD-00167,2024-08-01,349.45,42.67,2939,High-Value,Pending,Frozen Foods,Frozen Meals,835.81,16,147.19,3.06,27,TRUE,0.5491,2933,4.0222,0.070026,0.037232,-0.2826,0.904611,2024-08-21,Pending Review,Bundle with promotion
CPG-00568,ORD-00568,CUST-00068,PROD-00168,2024-11-01,368.41,23.65,2767,Medium-Value,Cancelled,Frozen Foods,Frozen Meals,3408.85,10,35.25,3.92,139,TRUE,1.9316,4154,1.7403,0.063884,0.053872,0.16199,0.796538,2024-12-17,Implemented,Decrease price
CPG-00569,ORD-00569,CUST-00069,PROD-00169,2024-12-20,799.64,13.51,4652,High-Value,Shipped,Frozen Foods,Frozen Meals,692.96,11,319.66,4.38,492,TRUE,2.4288,2534,9.6179,0.021219,0.06922,0.016795,0.730294,2024-11-16,Rejected,Decrease price
CPG-00570,ORD-00570,CUST-00070,PROD-00170,2024-06-18,281.63,13.79,738,Low-Value,Delivered,Frozen Foods,Frozen Meals,1261.43,22,231.03,1.28,130,FALSE,0.1119,1306,4.4642,0.07062,0.137357,0.259024,0.956417,2024-04-24,Rejected,Bundle with promotion
CPG-00571,ORD-00571,CUST-00071,PROD-00171,2024-11-26,640.01,9.45,1093,Medium-Value,Shipped,Frozen Foods,Frozen Meals,3877.64,10,331.52,3.67,59,FALSE,1.5327,4376,1.3241,0.073246,0.148086,0.169143,0.610847,2024-11-01,Rejected,Decrease price
CPG-00572,ORD-00572,CUST-00072,PROD-00172,2024-11-10,341.68,37.41,3261,High-Value,Delivered,Frozen Foods,Frozen Meals,3245.61,5,209.98,2.19,431,TRUE,0.607,3567,1.5678,0.05761,0.035975,-0.179402,0.655546,2024-11-09,Rejected,Bundle with promotion
CPG-00573,ORD-00573,CUST-00073,PROD-00173,2024-05-06,863.28,41.58,871,Medium-Value,Shipped,Frozen Foods,Frozen Meals,4040.83,12,280.7,2.48,93,TRUE,1.6741,3314,9.7408,0.001834,0.063805,0.159746,0.691995,2024-04-10,Pending Review,Increase price
CPG-00574,ORD-00574,CUST-00074,PROD-00174,2024-08-30,593.63,5.16,3481,Medium-Value,Cancelled,Frozen Foods,Frozen Meals,3723.22,4,249.38,3.35,226,FALSE,1.3049,3880,8.6883,0.126625,0.194354,-0.210662,0.58942,2024-07-11,Pending Review,Bundle with promotion
CPG-00575,ORD-00575,CUST-00075,PROD-00175,2024-12-06,612.13,56.18,4834,Medium-Value,Cancelled,Frozen Foods,Frozen Meals,1028.18,20,296.5,1.53,182,FALSE,1.1437,3808,3.7397,0.018233,0.097924,-0.006317,0.944583,2025-02-04,Rejected,Hold price
CPG-00576,ORD-00576,CUST-00076,PROD-00176,2024-07-01,313.65,33.48,1464,Medium-Value,Shipped,Frozen Foods,Frozen Meals,1816.58,1,189.77,2.04,429,FALSE,1.6264,4881,1.7844,0.109786,0.106254,0.016972,0.587617,2024-06-29,Rejected,Increase price
CPG-00577,ORD-00577,CUST-00077,PROD-00177,2024-05-30,143.01,22.03,3752,Low-Value,Pending,Frozen Foods,Frozen Meals,3105.34,24,331.78,2.73,467,FALSE,0.1975,2676,4.7871,0.022013,0.195369,0.210252,0.941018,2024-05-12,Pending Review,Increase price
CPG-00578,ORD-00578,CUST-00078,PROD-00178,2024-07-23,678.1,57.12,2104,Low-Value,Pending,Frozen Foods,Frozen Meals,3281.83,3,338.0,2.48,21,FALSE,2.4164,1570,7.0653,0.149238,0.123116,0.131326,0.896862,2024-07-11,Rejected,Increase price
CPG-00579,ORD-00579,CUST-00079,PROD-00179,2024-08-01,433.53,45.32,1521,Medium-Value,Pending,Frozen Foods,Frozen Meals,2532.74,2,249.76,3.66,233,TRUE,1.7277,2234,0.5581,0.03107,0.15641,0.22577,0.637384,2024-08-18,Pending Review,Hold price
CPG-00580,ORD-00580,CUST-00080,PROD-00180,2024-05-22,213.97,37.46,4991,Medium-Value,Delivered,Frozen Foods,Frozen Meals,2960.18,21,246.19,3.48,123,FALSE,1.2414,4569,0.6445,0.051089,0.069273,0.055506,0.730974,2024-05-26,Rejected,Bundle with promotion
CPG-00581,ORD-00581,CUST-00081,PROD-00181,2024-06-20,632.49,3.87,4680,High-Value,Pending,Frozen Foods,Frozen Meals,3175.35,18,394.28,3.36,140,TRUE,0.5981,4339,4.7457,0.043773,0.063068,0.239601,0.514782,2024-05-25,Rejected,Decrease price
CPG-00582,ORD-00582,CUST-00082,PROD-00182,2024-10-04,326.19,45.58,2325,Low-Value,Cancelled,Frozen Foods,Frozen Meals,3733.06,8,162.61,2.51,401,TRUE,1.0082,1012,1.6153,0.032746,0.198426,0.156596,0.589311,2024-10-05,Implemented,Bundle with promotion
CPG-00583,ORD-00583,CUST-00083,PROD-00183,2024-09-15,326.54,18.18,2975,Low-Value,Shipped,Frozen Foods,Frozen Meals,572.91,22,384.89,1.76,471,FALSE,1.3055,4363,5.01,0.128858,0.098967,0.071131,0.913069,2024-10-23,Pending Review,Decrease price
CPG-00584,ORD-00584,CUST-00084,PROD-00184,2024-12-20,369.05,46.25,1411,Low-Value,Delivered,Frozen Foods,Frozen Meals,4541.04,13,240.46,1.01,434,FALSE,2.4382,3362,2.6721,0.004356,0.044839,0.187765,0.751681,2024-11-28,Implemented,Bundle with promotion
CPG-00585,ORD-00585,CUST-00085,PROD-00185,2024-12-26,302.64,29.37,745,Medium-Value,Delivered,Frozen Foods,Frozen Meals,162.46,20,355.73,1.87,301,FALSE,1.4249,1582,10.2786,0.024207,0.073813,0.39972,0.587605,2024-11-15,Rejected,Decrease price
CPG-00586,ORD-00586,CUST-00086,PROD-00186,2024-07-19,274.29,28.75,2007,Low-Value,Delivered,Frozen Foods,Frozen Meals,3036.08,8,322.77,4.13,115,FALSE,1.3005,911,9.7424,0.125681,0.174417,0.427103,0.622432,2024-08-24,Rejected,Increase price
CPG-00587,ORD-00587,CUST-00087,PROD-00187,2024-04-29,43.61,59.74,3156,High-Value,Pending,Frozen Foods,Frozen Meals,3926.06,9,355.68,3.37,453,TRUE,1.8179,4973,7.9415,0.080126,0.004744,0.084646,0.863016,2024-03-26,Pending Review,Bundle with promotion
CPG-00588,ORD-00588,CUST-00088,PROD-00188,2024-11-26,695.35,31.67,3604,Medium-Value,Pending,Frozen Foods,Frozen Meals,3947.75,4,75.47,2.27,376,FALSE,1.9191,4750,9.1661,0.016768,0.033791,0.030314,0.669917,2025-01-24,Implemented,Bundle with promotion
CPG-00589,ORD-00589,CUST-00089,PROD-00189,2024-06-20,249.09,28.58,4026,High-Value,Cancelled,Frozen Foods,Frozen Meals,3797.05,11,132.21,2.16,365,FALSE,0.8936,3690,8.545,0.085235,0.118886,0.309058,0.574012,2024-06-15,Pending Review,Increase price
CPG-00590,ORD-00590,CUST-00090,PROD-00190,2024-06-23,513.73,11.18,2496,Medium-Value,Shipped,Frozen Foods,Frozen Meals,3579.74,22,132.05,3.5,167,TRUE,0.4517,2395,10.3802,0.038596,0.045584,0.380735,0.791615,2024-05-08,Implemented,Increase price
CPG-00591,ORD-00591,CUST-00091,PROD-00191,2024-07-03,653.21,29.66,1395,Medium-Value,Shipped,Frozen Foods,Frozen Meals,3237.07,19,343.99,3.61,274,FALSE,1.356,3097,10.4522,0.072787,0.033824,0.120189,0.587694,2024-06-07,Pending Review,Increase price
CPG-00592,ORD-00592,CUST-00092,PROD-00192,2024-10-16,853.05,15.01,2279,Low-Value,Cancelled,Frozen Foods,Frozen Meals,3901.17,4,267.0,2.2,168,FALSE,1.2971,4665,10.9961,0.135945,0.167995,0.376597,0.891544,2024-10-02,Rejected,Decrease price
CPG-00593,ORD-00593,CUST-00093,PROD-00193,2024-11-03,336.75,57.22,4156,High-Value,Delivered,Frozen Foods,Frozen Meals,1393.79,18,341.71,1.11,330,TRUE,2.429,459,5.6363,0.078442,0.048938,0.337816,0.591342,2024-10-27,Rejected,Decrease price
CPG-00594,ORD-00594,CUST-00094,PROD-00194,2024-06-25,625.33,17.41,2273,High-Value,Cancelled,Frozen Foods,Frozen Meals,3728.4,24,335.66,4.78,1,TRUE,2.2747,1086,6.5094,0.00913,0.045517,0.168542,0.790635,2024-05-17,Pending Review,Increase price
CPG-00595,ORD-00595,CUST-00095,PROD-00195,2024-09-12,297.19,8.75,683,Medium-Value,Delivered,Frozen Foods,Frozen Meals,1027.11,18,243.96,3.22,110,FALSE,0.8199,79,7.1897,0.129171,0.022305,0.409214,0.888698,2024-08-12,Implemented,Bundle with promotion
CPG-00596,ORD-00596,CUST-00096,PROD-00196,2024-04-28,682.79,12.24,4155,Medium-Value,Shipped,Frozen Foods,Frozen Meals,2595.29,21,133.86,3.1,262,TRUE,0.9187,4598,6.2852,0.093888,0.022294,0.30529,0.59109,2024-06-07,Implemented,Hold price
CPG-00597,ORD-00597,CUST-00097,PROD-00197,2024-12-12,431.4,27.06,2495,High-Value,Pending,Frozen Foods,Frozen Meals,4630.21,15,150.12,1.57,43,TRUE,0.5646,891,9.2728,0.031982,0.100356,-0.043987,0.7652,2024-10-24,Implemented,Hold price
CPG-00598,ORD-00598,CUST-00098,PROD-00198,2024-12-21,201.11,13.13,3245,High-Value,Pending,Frozen Foods,Frozen Meals,4269.17,20,271.78,3.35,175,FALSE,2.3961,3882,8.0151,0.118312,0.155951,-0.084493,0.966422,2024-12-31,Pending Review,Hold price
CPG-00599,ORD-00599,CUST-00099,PROD-00199,2024-07-31,143.31,45.22,3684,Medium-Value,Cancelled,Frozen Foods,Frozen Meals,2155.22,13,309.82,2.17,191,TRUE,1.9293,3311,1.136,0.061318,0.129159,-0.188056,0.728445,2024-09-22,Pending Review,Increase price
CPG-00600,ORD-00600,CUST-00100,PROD-00200,2024-11-23,638.34,19.1,3059,High-Value,Cancelled,Frozen Foods,Frozen Meals,1643.14,13,143.76,1.73,376,TRUE,2.0139,4121,5.5612,0.041094,0.014885,-0.171666,0.861425,2024-11-06,Rejected,Bundle with promotion
CPG-00601,ORD-00601,CUST-00101,PROD-00001,2024-06-17,874.72,56.1,1149,High-Value,Pending,Dairy,Yogurt,3229.09,14,170.6,1.91,319,FALSE,2.0154,4329,1.1933,0.148446,0.074695,0.152572,0.997827,2024-08-03,Rejected,Hold price
CPG-00602,ORD-00602,CUST-00102,PROD-00002,2024-11-16,450.43,44.6,4630,High-Value,Pending,Dairy,Yogurt,4872.43,4,222.07,3.01,334,TRUE,1.4774,3838,7.5154,0.148942,0.150381,0.313692,0.715473,2024-11-11,Pending Review,Bundle with promotion
CPG-00603,ORD-00603,CUST-00103,PROD-00003,2024-08-21,149.7,35.36,3719,Low-Value,Pending,Dairy,Yogurt,3916.51,24,331.68,2.16,103,FALSE,2.2346,3289,7.1095,0.000953,0.165645,-0.284903,0.612615,2024-10-01,Pending Review,Decrease price
CPG-00604,ORD-00604,CUST-00104,PROD-00004,2024-07-03,532.17,39.91,1641,Low-Value,Delivered,Dairy,Yogurt,4630.51,23,349.55,3.69,282,TRUE,0.5532,1215,2.8707,0.027238,0.005245,0.181537,0.922349,2024-08-01,Implemented,Hold price
CPG-00605,ORD-00605,CUST-00105,PROD-00005,2024-12-28,304.8,14.11,2481,High-Value,Delivered,Dairy,Yogurt,2150.2,9,108.53,2.1,127,TRUE,1.9536,224,2.0791,0.134832,0.087928,0.367326,0.687557,2024-11-15,Pending Review,Decrease price
CPG-00606,ORD-00606,CUST-00106,PROD-00006,2024-08-03,58.55,46.72,4835,High-Value,Cancelled,Dairy,Yogurt,509.62,6,212.55,2.53,111,TRUE,0.4909,1718,1.8841,0.073366,0.12097,0.299746,0.65844,2024-08-16,Implemented,Decrease price
CPG-00607,ORD-00607,CUST-00107,PROD-00007,2024-05-21,333.47,28.5,59,Medium-Value,Pending,Dairy,Yogurt,4026.89,13,385.4,1.89,67,TRUE,0.9512,2540,10.1201,0.065122,0.169562,-0.059444,0.999853,2024-07-20,Implemented,Bundle with promotion
CPG-00608,ORD-00608,CUST-00108,PROD-00008,2024-12-08,432.15,39.55,2648,High-Value,Cancelled,Dairy,Yogurt,746.64,8,87.4,4.33,150,TRUE,0.4071,1276,2.1125,0.070472,0.007798,0.176964,0.604913,2025-01-23,Rejected,Hold price
CPG-00609,ORD-00609,CUST-00109,PROD-00009,2024-08-01,561.54,12.13,4248,High-Value,Cancelled,Dairy,Yogurt,3722.74,22,89.01,3.88,224,TRUE,1.9877,246,6.2219,0.04591,0.125062,0.427185,0.632591,2024-07-20,Pending Review,Increase price
CPG-00610,ORD-00610,CUST-00110,PROD-00010,2024-11-14,308.45,52.58,3339,High-Value,Delivered,Dairy,Yogurt,2720.4,20,294.56,4.11,27,TRUE,0.4796,123,4.5097,0.033405,0.083977,-0.246939,0.984365,2024-09-27,Pending Review,Bundle with promotion
CPG-00611,ORD-00611,CUST-00111,PROD-00011,2024-12-03,404.77,2.04,3901,Medium-Value,Pending,Dairy,Yogurt,4502.77,9,68.72,4.0,424,FALSE,2.3966,790,5.9946,0.112308,0.170394,-0.14297,0.609656,2025-01-12,Implemented,Decrease price
CPG-00612,ORD-00612,CUST-00112,PROD-00012,2024-06-24,87.74,53.44,862,High-Value,Pending,Dairy,Yogurt,1169.81,6,297.41,1.33,216,FALSE,0.8887,3786,8.1861,0.077988,0.115433,0.406866,0.879947,2024-06-05,Implemented,Hold price
CPG-00613,ORD-00613,CUST-00113,PROD-00013,2024-08-14,346.67,51.34,3154,Low-Value,Cancelled,Dairy,Yogurt,287.69,7,392.22,1.51,387,TRUE,0.4431,280,10.1069,0.035674,0.079353,-0.29063,0.740388,2024-10-12,Pending Review,Decrease price
CPG-00614,ORD-00614,CUST-00114,PROD-00014,2024-10-05,374.01,17.24,3603,High-Value,Pending,Dairy,Yogurt,3737.55,21,312.03,4.47,242,FALSE,0.9094,1527,3.4358,0.121048,0.097471,0.139121,0.831624,2024-08-26,Rejected,Hold price
CPG-00615,ORD-00615,CUST-00115,PROD-00015,2024-11-09,247.63,3.47,4450,High-Value,Pending,Dairy,Yogurt,518.19,15,335.43,3.74,228,TRUE,1.4211,2423,1.9524,0.052144,0.090513,0.142639,0.969774,2024-09-28,Rejected,Decrease price
CPG-00616,ORD-00616,CUST-00116,PROD-00016,2024-08-07,187.47,2.97,2899,Low-Value,Pending,Dairy,Yogurt,3024.63,5,233.9,3.94,123,TRUE,2.0206,2971,6.7038,0.104054,0.199435,-0.166597,0.579375,2024-09-25,Rejected,Decrease price
CPG-00617,ORD-00617,CUST-00117,PROD-00017,2024-10-07,775.16,43.53,4430,Low-Value,Pending,Dairy,Yogurt,2148.88,7,125.8,1.79,486,FALSE,0.8116,4275,11.6781,0.134062,0.093601,-0.191104,0.969072,2024-11-24,Implemented,Increase price
CPG-00618,ORD-00618,CUST-00118,PROD-00018,2024-07-01,506.85,37.56,547,High-Value,Pending,Dairy,Yogurt,3788.09,5,74.64,2.09,482,TRUE,1.935,1987,4.9992,0.023916,0.083802,0.173133,0.624287,2024-08-16,Pending Review,Increase price
CPG-00619,ORD-00619,CUST-00119,PROD-00019,2024-06-24,867.57,9.16,4799,Low-Value,Cancelled,Dairy,Yogurt,801.64,15,74.12,1.97,467,FALSE,1.9254,89,7.8227,0.078093,0.104848,0.317326,0.799223,2024-05-29,Implemented,Bundle with promotion
CPG-00620,ORD-00620,CUST-00120,PROD-00020,2024-07-13,494.01,53.05,2796,Medium-Value,Delivered,Dairy,Yogurt,4749.97,2,164.97,3.14,88,FALSE,0.3708,3822,5.398,0.025268,0.141952,0.392405,0.743652,2024-07-08,Pending Review,Decrease price
CPG-00621,ORD-00621,CUST-00121,PROD-00021,2024-09-08,93.39,23.03,4051,Low-Value,Delivered,Dairy,Yogurt,4818.06,14,41.53,3.56,316,TRUE,2.1764,2296,10.1867,0.109866,0.180946,0.212212,0.664415,2024-07-14,Rejected,Hold price
CPG-00622,ORD-00622,CUST-00122,PROD-00022,2024-07-28,26.44,35.98,1813,Low-Value,Delivered,Dairy,Yogurt,2197.15,9,59.51,3.5,258,FALSE,1.4456,4634,4.822,0.077845,0.185049,0.00607,0.800831,2024-07-12,Rejected,Increase price
CPG-00623,ORD-00623,CUST-00123,PROD-00023,2024-09-22,118.96,41.01,4946,Medium-Value,Delivered,Dairy,Yogurt,4085.65,23,302.84,3.67,194,FALSE,1.653,3607,10.3007,0.086002,0.104553,0.452158,0.90658,2024-10-29,Rejected,Bundle with promotion
CPG-00624,ORD-00624,CUST-00124,PROD-00024,2024-10-16,206.19,7.73,3376,High-Value,Delivered,Dairy,Yogurt,3658.83,9,156.26,1.63,332,FALSE,0.9457,2038,3.6813,0.117556,0.064902,0.259284,0.817404,2024-09-24,Implemented,Decrease price
CPG-00625,ORD-00625,CUST-00125,PROD-00025,2024-09-17,588.73,47.3,1409,Medium-Value,Pending,Dairy,Yogurt,4290.4,11,153.69,3.59,395,TRUE,0.8597,2506,1.6649,0.108291,0.12789,-0.049661,0.748596,2024-10-09,Implemented,Bundle with promotion
CPG-00626,ORD-00626,CUST-00126,PROD-00026,2024-06-18,772.54,27.39,2961,High-Value,Shipped,Dairy,Yogurt,4798.58,11,26.05,2.7,182,TRUE,1.4964,4147,8.5526,0.084073,0.151354,0.130603,0.698986,2024-04-27,Rejected,Increase price
CPG-00627,ORD-00627,CUST-00127,PROD-00027,2024-06-17,95.13,25.47,2157,High-Value,Delivered,Dairy,Yogurt,3593.65,18,154.44,3.09,458,TRUE,2.311,849,10.2176,0.110442,0.175293,0.33879,0.80671,2024-07-29,Implemented,Hold price
CPG-00628,ORD-00628,CUST-00128,PROD-00028,2024-06-24,746.13,59.58,215,Medium-Value,Shipped,Dairy,Yogurt,1161.12,23,393.64,1.86,89,TRUE,2.2003,3608,7.9508,0.032395,0.002484,-0.105056,0.510387,2024-08-05,Rejected,Bundle with promotion
CPG-00629,ORD-00629,CUST-00129,PROD-00029,2024-11-28,403.47,25.91,4248,Low-Value,Cancelled,Dairy,Yogurt,2028.1,19,357.67,2.95,300,FALSE,1.8923,2982,9.7394,0.039534,0.074046,0.420042,0.968461,2024-11-15,Pending Review,Hold price
CPG-00630,ORD-00630,CUST-00130,PROD-00030,2024-05-17,134.03,48.14,4742,High-Value,Pending,Dairy,Yogurt,528.28,17,289.17,4.01,369,FALSE,0.3515,4949,3.12,0.052251,0.140429,0.481194,0.910539,2024-05-01,Implemented,Bundle with promotion
CPG-00631,ORD-00631,CUST-00131,PROD-00031,2024-07-05,523.22,30.83,3573,High-Value,Cancelled,Dairy,Yogurt,4768.16,6,28.4,1.19,326,FALSE,1.4416,472,10.8022,0.071494,0.141262,-0.248979,0.677206,2024-08-02,Rejected,Hold price
CPG-00632,ORD-00632,CUST-00132,PROD-00032,2024-09-20,238.03,36.67,3529,Low-Value,Cancelled,Dairy,Yogurt,3833.61,5,394.76,4.14,24,TRUE,1.6883,2539,6.6916,0.1012,0.066107,0.155886,0.937984,2024-08-05,Pending Review,Decrease price
CPG-00633,ORD-00633,CUST-00133,PROD-00033,2024-11-10,882.46,58.31,433,Low-Value,Pending,Dairy,Yogurt,3784.61,19,65.48,3.05,451,TRUE,1.5732,4340,5.2577,0.024181,0.038924,0.483826,0.886867,2024-11-10,Implemented,Decrease price
CPG-00634,ORD-00634,CUST-00134,PROD-00034,2024-05-05,837.01,7.46,3305,Low-Value,Pending,Dairy,Yogurt,3519.6,22,167.23,3.55,179,FALSE,1.0151,3887,2.0929,0.051494,0.019173,-0.015874,0.853631,2024-04-29,Pending Review,Bundle with promotion
CPG-00635,ORD-00635,CUST-00135,PROD-00035,2024-05-21,245.55,38.71,2782,Medium-Value,Delivered,Dairy,Yogurt,3771.49,17,117.95,1.7,189,TRUE,2.4568,485,8.3512,0.014324,0.000346,0.488103,0.506289,2024-07-01,Pending Review,Bundle with promotion
CPG-00636,ORD-00636,CUST-00136,PROD-00036,2024-07-15,39.47,51.84,1412,High-Value,Cancelled,Dairy,Yogurt,3200.58,16,89.08,4.17,298,TRUE,2.4419,795,10.5291,0.136892,0.119944,0.159188,0.945718,2024-06-21,Rejected,Decrease price
CPG-00637,ORD-00637,CUST-00137,PROD-00037,2024-09-04,735.71,56.25,985,Medium-Value,Delivered,Dairy,Yogurt,4678.41,4,152.64,2.56,328,TRUE,1.5163,1372,10.8527,0.074648,0.120701,0.497874,0.96,2024-09-06,Pending Review,Bundle with promotion
CPG-00638,ORD-00638,CUST-00138,PROD-00038,2024-11-14,850.45,16.28,1158,High-Value,Shipped,Dairy,Yogurt,4803.92,16,91.57,3.34,43,FALSE,0.1998,481,11.041,0.138169,0.162181,0.427734,0.853819,2024-12-05,Rejected,Increase price
CPG-00639,ORD-00639,CUST-00139,PROD-00039,2024-12-01,95.49,34.65,4357,Low-Value,Pending,Dairy,Yogurt,2001.22,18,264.42,3.29,476,FALSE,0.8688,3670,9.2805,0.043944,0.125268,0.02339,0.688533,2024-10-28,Pending Review,Increase price
CPG-00640,ORD-00640,CUST-00140,PROD-00040,2024-08-31,299.54,30.86,2352,Low-Value,Delivered,Dairy,Yogurt,3509.56,17,335.88,2.69,209,TRUE,2.3723,2516,10.7591,0.112178,0.114255,-0.161313,0.656827,2024-09-19,Implemented,Increase price
CPG-00641,ORD-00641,CUST-00141,PROD-00041,2024-05-10,355.64,49.78,3553,Low-Value,Shipped,Dairy,Yogurt,2566.46,6,213.32,2.23,285,TRUE,2.2856,809,5.7582,0.027856,0.044313,-0.043752,0.857017,2024-05-13,Pending Review,Decrease price
CPG-00642,ORD-00642,CUST-00142,PROD-00042,2024-09-21,557.52,54.22,952,Medium-Value,Pending,Dairy,Yogurt,73.46,8,270.65,1.16,205,FALSE,2.4626,3195,10.0056,0.055768,0.167557,-0.264195,0.570835,2024-09-07,Implemented,Hold price
CPG-00643,ORD-00643,CUST-00143,PROD-00043,2024-12-09,617.15,19.96,2233,Medium-Value,Shipped,Dairy,Yogurt,3466.89,14,332.95,3.49,471,FALSE,0.7674,1553,9.8923,0.073232,0.120026,0.20123,0.697734,2024-10-29,Rejected,Bundle with promotion
CPG-00644,ORD-00644,CUST-00144,PROD-00044,2024-05-30,601.72,8.69,4002,High-Value,Cancelled,Dairy,Yogurt,957.62,11,83.6,1.78,336,FALSE,2.3928,3263,3.7753,0.042966,0.171102,-0.090801,0.880495,2024-06-06,Pending Review,Decrease price
CPG-00645,ORD-00645,CUST-00145,PROD-00045,2024-12-27,505.95,59.74,3841,Medium-Value,Delivered,Dairy,Yogurt,591.25,8,34.45,2.74,75,FALSE,0.5427,553,3.2801,0.092298,0.087622,-0.185793,0.798501,2024-11-23,Implemented,Decrease price
CPG-00646,ORD-00646,CUST-00146,PROD-00046,2024-11-10,656.55,21.8,2054,High-Value,Delivered,Dairy,Yogurt,1783.08,7,362.59,1.15,17,TRUE,1.0391,1255,11.3884,0.075839,0.045047,0.201771,0.667944,2024-10-31,Rejected,Bundle with promotion
CPG-00647,ORD-00647,CUST-00147,PROD-00047,2024-05-04,76.4,34.3,1174,Low-Value,Shipped,Dairy,Yogurt,4822.67,2,62.32,1.86,280,TRUE,1.0838,4377,0.7008,0.108072,0.144816,-0.042675,0.519215,2024-05-22,Implemented,Decrease price
CPG-00648,ORD-00648,CUST-00148,PROD-00048,2024-04-29,352.37,46.58,980,High-Value,Cancelled,Dairy,Yogurt,3822.77,2,234.18,2.97,426,TRUE,0.1475,3903,11.2779,0.096719,0.056494,0.192839,0.724836,2024-04-04,Rejected,Decrease price
CPG-00649,ORD-00649,CUST-00149,PROD-00049,2024-10-19,449.15,29.79,1254,Medium-Value,Cancelled,Dairy,Yogurt,2705.45,12,105.06,1.88,335,FALSE,1.629,1429,11.575,0.058268,0.051442,-0.171747,0.870003,2024-09-19,Pending Review,Hold price
CPG-00650,ORD-00650,CUST-00150,PROD-00050,2024-06-03,52.66,51.4,3295,High-Value,Cancelled,Dairy,Yogurt,4208.67,12,99.08,2.44,460,FALSE,1.1107,3423,5.7967,0.067847,0.190475,0.070814,0.668901,2024-04-29,Rejected,Bundle with promotion
CPG-00651,ORD-00651,CUST-00151,PROD-00051,2024-06-01,483.99,34.97,2977,Medium-Value,Pending,Dairy,Yogurt,2763.62,14,162.43,1.86,374,FALSE,0.6124,1158,5.9077,0.081424,0.090464,0.423741,0.977866,2024-05-19,Rejected,Bundle with promotion
CPG-00652,ORD-00652,CUST-00152,PROD-00052,2024-05-11,207.2,24.29,4239,Medium-Value,Delivered,Dairy,Yogurt,942.56,15,29.06,2.93,90,TRUE,1.0263,1412,3.6432,0.111896,0.112673,-0.175315,0.700938,2024-06-22,Implemented,Decrease price
CPG-00653,ORD-00653,CUST-00153,PROD-00053,2024-08-11,429.69,56.01,2590,Low-Value,Shipped,Dairy,Yogurt,4668.45,20,221.62,4.04,76,TRUE,1.7229,536,1.4861,0.0013,0.17245,-0.257798,0.9263,2024-06-23,Pending Review,Hold price
CPG-00654,ORD-00654,CUST-00154,PROD-00054,2024-06-18,148.28,23.05,2584,Low-Value,Pending,Dairy,Yogurt,4527.35,15,200.53,1.75,440,TRUE,0.7954,832,9.7269,0.023972,0.176112,-0.169395,0.55922,2024-06-22,Rejected,Bundle with promotion
CPG-00655,ORD-00655,CUST-00155,PROD-00055,2024-06-07,503.8,51.18,2043,High-Value,Pending,Dairy,Yogurt,3336.15,5,365.49,2.64,153,TRUE,1.9136,1111,10.6227,0.070922,0.095376,0.31371,0.793088,2024-04-23,Pending Review,Bundle with promotion
CPG-00656,ORD-00656,CUST-00156,PROD-00056,2024-09-24,175.92,34.87,2783,High-Value,Pending,Dairy,Yogurt,4438.13,3,87.35,4.13,261,FALSE,1.7257,1225,1.7762,0.140254,0.192083,-0.142295,0.817111,2024-08-12,Pending Review,Increase price
CPG-00657,ORD-00657,CUST-00157,PROD-00057,2024-07-27,548.49,53.68,3422,High-Value,Cancelled,Dairy,Yogurt,1857.82,9,92.97,3.8,18,FALSE,2.4569,193,6.1305,0.135872,0.010402,-0.108957,0.653318,2024-06-17,Pending Review,Bundle with promotion
CPG-00658,ORD-00658,CUST-00158,PROD-00058,2024-07-23,256.46,40.25,2727,Low-Value,Delivered,Dairy,Yogurt,205.3,20,24.06,4.48,346,TRUE,0.8265,1636,10.9022,0.057003,0.007197,0.237523,0.848428,2024-08-21,Pending Review,Hold price
CPG-00659,ORD-00659,CUST-00159,PROD-00059,2024-11-19,770.46,21.84,2836,Low-Value,Pending,Dairy,Yogurt,1344.86,7,205.76,3.74,218,FALSE,0.2999,3686,11.0659,0.012719,0.133245,-0.045109,0.754396,2024-10-04,Implemented,Increase price
