id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
2362,unemployed,divorced,tertiary,94,5810.1,no,yes,no,unknown,feb,2,267,1,7,other,81,no
2363,services,single,unknown,39,12453.01,no,no,yes,unknown,jan,13,624,4,10,other,-1,no
2364,admin.,single,tertiary,34,13526.41,yes,yes,yes,unknown,feb,5,1122,13,1,success,365,no
2365,technician,married,primary,33,18866.73,no,yes,no,cellular,aug,28,1290,13,2,success,63,no
2366,student,married,tertiary,87,8291.57,yes,yes,yes,unknown,jun,20,722,11,9,other,-1,no
2367,entrepreneur,single,secondary,55,44265.2,yes,no,yes,cellular,sep,28,501,1,9,failure,9,no
2368,blue-collar,married,unknown,59,12962.86,yes,no,no,cellular,oct,5,1950,18,3,unknown,227,no
2369,technician,married,unknown,85,19423.73,no,yes,yes,telephone,jul,22,1046,14,6,other,237,no
2370,housemaid,divorced,unknown,80,47822.14,yes,yes,yes,telephone,oct,13,136,13,2,unknown,258,no
2371,admin.,divorced,unknown,34,24187.97,no,yes,no,cellular,dec,11,247,16,7,success,-1,no
2372,unemployed,divorced,unknown,56,-326.29,no,no,no,unknown,oct,10,887,14,6,unknown,-1,no
2373,services,married,primary,75,47715.37,no,no,no,cellular,nov,12,1934,6,10,failure,-1,yes
2374,management,single,secondary,65,17903.25,no,no,yes,telephone,dec,27,372,5,3,failure,-1,no
2375,retired,married,primary,81,31571.24,no,yes,no,cellular,nov,13,1533,13,2,other,258,no
2376,blue-collar,single,secondary,95,-1697.6,no,no,no,cellular,may,8,78,14,10,other,237,no
2377,entrepreneur,divorced,tertiary,45,26227.21,no,no,yes,telephone,apr,8,1638,19,0,success,388,no
2378,housemaid,divorced,unknown,95,49045.18,yes,no,yes,unknown,oct,9,1624,9,8,other,172,no
2379,unemployed,single,unknown,87,19919.32,yes,no,no,cellular,dec,24,1017,8,7,unknown,297,no
2380,blue-collar,married,primary,51,46498.18,no,yes,yes,telephone,sep,20,1470,2,9,unknown,356,no
2381,student,single,tertiary,26,40392.21,yes,yes,no,telephone,jun,13,1273,13,4,unknown,-1,no
2382,management,married,primary,63,8729.94,yes,no,yes,unknown,apr,10,1892,4,6,success,382,no
2383,services,married,tertiary,33,2137.58,yes,yes,yes,unknown,nov,16,1059,12,6,other,-1,no
2384,unemployed,married,primary,84,42572.23,yes,no,yes,telephone,feb,7,727,7,0,unknown,226,no
2385,technician,single,primary,63,27116.07,no,yes,yes,unknown,dec,20,440,4,2,unknown,295,no
2386,retired,divorced,unknown,87,6359.21,yes,no,no,unknown,may,14,835,4,3,other,350,no
2387,management,divorced,tertiary,74,31849.82,yes,yes,no,unknown,jun,17,941,19,4,success,-1,no
2388,entrepreneur,married,primary,45,12040.89,no,yes,no,cellular,dec,1,530,17,1,success,233,no
2389,management,divorced,secondary,34,2810.22,yes,no,yes,telephone,jun,1,483,5,10,other,-1,no
2390,unemployed,single,secondary,45,24262.25,yes,no,no,unknown,sep,6,275,3,7,other,30,no
2391,unemployed,divorced,tertiary,55,470.36,yes,yes,yes,unknown,oct,2,1001,13,8,unknown,334,no
2392,unknown,single,primary,62,24930.13,no,no,yes,cellular,jun,10,122,9,6,failure,191,no
2393,admin.,divorced,secondary,71,48783.18,no,no,yes,unknown,jul,7,866,13,4,failure,6,no
2394,self-employed,single,secondary,26,31516.84,no,yes,no,cellular,dec,9,1418,7,0,unknown,271,no
2395,technician,divorced,tertiary,54,19842.26,yes,yes,yes,cellular,feb,12,711,1,2,failure,-1,no
2396,blue-collar,married,primary,37,5561.36,no,yes,no,cellular,apr,28,1380,13,1,failure,69,no
2397,housemaid,married,primary,48,24452.6,yes,no,no,cellular,oct,4,1181,16,0,failure,17,no
2398,retired,married,unknown,64,799.49,no,no,no,unknown,may,7,522,18,8,success,254,no
2399,housemaid,single,unknown,74,3835.24,yes,yes,no,unknown,jun,25,1224,7,9,failure,-1,no
2400,unknown,single,unknown,69,15355.12,yes,yes,no,unknown,may,22,1327,9,9,unknown,12,no
2401,management,married,tertiary,29,28064.66,yes,no,no,unknown,aug,6,1283,11,7,other,-1,no
2402,management,single,secondary,20,12484.65,yes,no,yes,unknown,may,13,37,10,1,unknown,132,no
2403,entrepreneur,divorced,tertiary,73,43058.97,no,no,no,unknown,feb,1,747,6,5,unknown,46,no
2404,entrepreneur,divorced,primary,75,12994.39,yes,no,no,cellular,sep,24,652,20,2,failure,-1,no
2405,unemployed,married,unknown,65,23329.51,yes,yes,no,unknown,nov,24,1814,16,6,failure,-1,no
2406,retired,married,secondary,51,45083.74,no,yes,no,unknown,nov,20,507,2,2,failure,235,no
2407,services,married,primary,85,11657.11,yes,no,yes,unknown,oct,19,821,8,3,failure,-1,no
2408,entrepreneur,divorced,tertiary,88,20481.21,no,yes,no,cellular,aug,8,1557,19,3,unknown,198,yes
2409,retired,divorced,unknown,90,28259.32,yes,yes,no,telephone,jan,11,604,20,7,success,174,no
2410,services,divorced,unknown,55,37839.2,no,yes,no,telephone,apr,15,442,3,0,other,-1,no
2411,housemaid,married,tertiary,23,45076.6,no,yes,yes,unknown,may,25,718,20,4,unknown,329,no
2412,unknown,married,secondary,30,43634.12,no,yes,no,telephone,mar,20,1872,14,2,other,153,no
2413,unknown,divorced,primary,77,6254.5,yes,no,yes,unknown,jun,6,919,16,4,failure,188,no
2414,housemaid,divorced,primary,26,29965.89,no,no,yes,unknown,aug,14,916,10,9,unknown,-1,no
2415,student,divorced,primary,60,44931.44,yes,no,yes,unknown,may,24,1816,13,2,other,-1,no
2416,services,divorced,primary,87,5258.82,no,yes,no,unknown,aug,21,611,19,4,unknown,-1,no
2417,services,divorced,unknown,49,30806.25,yes,yes,yes,telephone,oct,8,1094,1,2,other,251,no
2418,blue-collar,divorced,tertiary,82,40196.22,no,yes,yes,unknown,jun,14,612,7,3,unknown,325,no
2419,retired,single,tertiary,39,1829.3,yes,no,yes,unknown,aug,27,611,14,8,failure,212,no
2420,entrepreneur,married,secondary,69,17162.84,yes,yes,no,cellular,aug,5,1537,20,1,other,11,no
2421,management,single,primary,21,36626.07,no,no,yes,telephone,aug,25,1069,2,0,success,392,no
2422,blue-collar,single,unknown,61,44276.34,yes,no,no,telephone,feb,20,1062,11,0,other,180,no
2423,housemaid,divorced,unknown,47,3521.02,no,yes,yes,unknown,mar,15,1471,17,7,unknown,225,no
2424,retired,single,unknown,30,17163.05,no,no,no,telephone,nov,5,1574,15,0,failure,300,no
2425,admin.,single,tertiary,67,23536.67,yes,yes,yes,unknown,oct,25,498,6,2,unknown,177,no
2426,student,single,tertiary,61,42630.79,yes,yes,yes,telephone,jan,24,1564,10,2,failure,-1,no
2427,self-employed,married,unknown,20,12397.97,yes,no,yes,unknown,nov,11,1851,10,2,success,257,no
2428,services,divorced,secondary,50,9116.23,no,no,yes,cellular,mar,9,1179,5,3,unknown,378,no
2429,retired,divorced,primary,52,42106.11,yes,no,no,cellular,sep,16,383,16,8,success,4,no
2430,self-employed,divorced,tertiary,30,48710.16,yes,no,no,cellular,jun,13,949,9,3,other,266,no
2431,unknown,married,primary,42,17656.27,yes,no,no,cellular,feb,6,835,4,5,unknown,-1,no
2432,services,single,primary,83,10568.24,no,no,no,cellular,oct,26,1715,16,1,unknown,-1,no
2433,admin.,single,tertiary,22,42778.73,no,yes,no,telephone,may,20,962,9,3,unknown,265,no
2434,entrepreneur,married,unknown,65,22583.54,yes,yes,no,cellular,mar,5,153,18,1,unknown,208,yes
2435,entrepreneur,married,secondary,72,18785.87,no,no,yes,unknown,dec,15,910,7,3,unknown,100,yes
2436,self-employed,divorced,secondary,70,10700.21,yes,yes,yes,cellular,sep,2,61,6,10,success,-1,no
2437,unknown,divorced,unknown,68,41732.73,yes,no,yes,cellular,nov,5,990,3,9,success,130,no
2438,blue-collar,married,unknown,31,7470.73,no,yes,yes,cellular,aug,14,555,9,4,failure,-1,no
2439,admin.,single,tertiary,27,12946.45,no,yes,yes,telephone,sep,1,819,4,4,failure,227,no
2440,admin.,divorced,primary,73,15047.36,yes,no,yes,cellular,aug,24,1796,3,7,failure,60,no
2441,admin.,single,unknown,70,12905.69,no,no,yes,telephone,apr,1,220,11,10,failure,-1,no
2442,services,single,unknown,39,21484.28,yes,no,no,cellular,apr,12,1571,1,4,other,43,no
2443,admin.,single,tertiary,61,29037.5,yes,no,no,unknown,nov,20,864,10,7,success,143,no
2444,housemaid,divorced,secondary,45,34524.83,yes,yes,yes,unknown,aug,3,825,12,7,failure,275,no
2445,unemployed,single,primary,54,6458.47,no,yes,yes,telephone,may,6,1133,4,6,success,7,no
2446,unemployed,divorced,secondary,48,48158.43,no,yes,yes,unknown,jul,28,1009,11,5,other,-1,no
2447,services,single,unknown,80,44843.44,no,no,no,telephone,jul,3,14,8,9,unknown,276,no
2448,unemployed,divorced,primary,54,1046.86,no,no,yes,cellular,apr,27,1860,5,3,success,-1,no
2449,management,single,tertiary,83,47791.12,yes,yes,yes,telephone,aug,10,659,10,9,other,179,no
2450,retired,single,tertiary,39,36069.48,yes,no,yes,telephone,dec,5,1942,8,6,failure,398,no
2451,technician,divorced,unknown,55,15740.84,no,yes,no,unknown,jun,7,1967,6,3,success,118,no
2452,student,married,secondary,75,4271.61,yes,yes,yes,unknown,jul,11,73,2,5,failure,-1,no
2453,unemployed,single,unknown,84,-1829.47,no,no,no,telephone,apr,15,1385,2,1,other,-1,no
2454,technician,married,primary,77,-1293.49,no,no,yes,cellular,sep,14,1213,5,10,failure,7,no
2455,student,single,tertiary,88,25314.41,no,no,no,telephone,sep,26,1852,3,9,failure,-1,no
2456,management,married,secondary,56,45851.3,no,no,yes,telephone,sep,13,54,1,4,unknown,379,no
2457,technician,married,secondary,33,25534.8,no,yes,yes,telephone,sep,13,1933,6,6,unknown,-1,no
2458,admin.,married,primary,28,5691.43,yes,no,no,unknown,dec,21,1039,9,6,unknown,51,no
2459,student,divorced,secondary,79,36308.69,yes,yes,no,telephone,may,15,371,17,8,failure,50,no
2460,technician,single,unknown,79,36178.94,no,yes,yes,unknown,dec,9,1235,15,4,other,149,no
2461,self-employed,divorced,unknown,39,12309.83,no,yes,no,telephone,nov,17,278,6,4,unknown,324,no
2462,services,single,secondary,80,26700.16,no,no,yes,unknown,jul,7,1160,16,2,success,-1,no
2463,housemaid,single,secondary,66,24903.44,yes,yes,yes,telephone,sep,6,1286,5,4,other,317,no
2464,unknown,divorced,unknown,19,9357.23,yes,no,no,cellular,sep,10,980,19,5,other,363,yes
2465,blue-collar,married,tertiary,86,27947.83,no,no,no,telephone,jan,8,699,10,5,success,-1,no
2466,management,single,unknown,68,20541.42,no,yes,yes,telephone,jan,3,940,20,1,failure,-1,no
2467,student,single,unknown,58,36100.6,yes,yes,yes,unknown,nov,8,197,20,5,other,347,yes
2468,unemployed,married,tertiary,38,24584.74,no,no,no,unknown,jan,9,1898,17,8,unknown,-1,no
2469,management,divorced,secondary,38,17107.08,yes,no,no,telephone,oct,28,1239,12,6,other,138,yes
2470,retired,single,secondary,49,30328.9,no,no,no,telephone,mar,27,1195,17,0,other,58,no
2471,services,married,tertiary,79,23651.29,yes,no,no,unknown,oct,5,1335,2,9,other,-1,no
2472,self-employed,married,secondary,43,7422.13,yes,no,no,unknown,oct,9,1960,11,3,success,359,no
2473,unknown,married,tertiary,77,39207.36,yes,yes,no,cellular,may,13,67,11,1,unknown,357,no
2474,services,married,unknown,87,46116.59,no,yes,no,telephone,mar,16,237,8,1,other,-1,no
2475,unknown,divorced,unknown,75,42759.5,no,no,yes,cellular,apr,7,1010,9,3,unknown,60,no
2476,unemployed,divorced,unknown,86,38166.19,no,yes,no,telephone,nov,24,963,7,5,failure,-1,no
2477,entrepreneur,divorced,unknown,51,7517.66,yes,yes,no,telephone,jul,20,1524,7,7,success,301,no
2478,entrepreneur,married,unknown,30,40304.92,no,no,no,telephone,may,23,1976,12,0,other,252,no
2479,blue-collar,divorced,tertiary,29,24843.19,yes,yes,no,telephone,jun,27,1665,20,7,unknown,-1,no
2480,admin.,married,unknown,26,25774.43,no,yes,no,cellular,nov,21,1436,9,8,success,-1,no
2481,unknown,married,secondary,29,29021.33,no,yes,yes,telephone,feb,4,1957,17,4,unknown,58,yes
2482,unknown,married,unknown,50,24154.85,yes,no,yes,telephone,aug,23,1334,3,4,success,29,no
2483,housemaid,married,tertiary,58,15504.8,yes,yes,no,telephone,jan,17,425,13,9,success,288,yes
2484,student,married,primary,53,33580.58,no,no,no,cellular,mar,27,703,3,9,success,-1,no
2485,services,single,tertiary,77,36009.82,yes,no,no,cellular,nov,16,883,8,2,success,27,no
2486,blue-collar,married,secondary,68,15423.21,yes,yes,no,cellular,apr,23,456,18,9,other,344,no
2487,entrepreneur,divorced,tertiary,33,4472.67,yes,yes,no,cellular,aug,4,1523,11,2,success,21,no
2488,self-employed,single,secondary,94,496.24,yes,yes,no,unknown,dec,6,675,13,10,unknown,-1,no
2489,housemaid,married,secondary,58,34812.15,yes,yes,no,unknown,sep,15,1474,2,5,success,201,no
2490,student,married,tertiary,95,30428.23,no,yes,yes,cellular,jul,3,320,19,8,failure,-1,no
2491,services,single,secondary,68,23358.5,no,no,no,cellular,apr,3,1274,10,9,success,59,no
2492,admin.,divorced,secondary,47,17560.16,no,yes,no,cellular,jul,19,822,14,4,unknown,189,no
2493,housemaid,married,tertiary,36,33919.03,yes,yes,no,unknown,nov,5,1568,19,6,unknown,275,no
2494,blue-collar,single,primary,63,40776.6,yes,no,yes,cellular,sep,27,839,3,9,success,145,yes
2495,retired,divorced,tertiary,54,31205.33,yes,yes,no,cellular,dec,23,1700,15,5,other,279,no
2496,self-employed,married,tertiary,87,23502.39,no,yes,yes,cellular,jul,6,176,1,5,success,291,no
2497,management,divorced,tertiary,22,24499.3,yes,no,no,unknown,nov,5,804,20,1,unknown,84,yes
2498,unknown,married,tertiary,59,33477.21,yes,yes,no,cellular,dec,13,1651,19,8,other,-1,no
2499,student,single,unknown,68,25104.64,no,yes,no,unknown,may,16,319,6,8,unknown,225,no
2500,student,single,tertiary,70,33702.75,no,yes,yes,telephone,nov,10,970,18,7,failure,-1,no
2501,technician,divorced,secondary,85,21894.88,yes,yes,yes,unknown,sep,18,571,16,10,failure,246,no
2502,entrepreneur,single,tertiary,84,28386.54,yes,no,yes,cellular,oct,14,1242,20,8,success,160,no
2503,self-employed,married,tertiary,29,37777.38,no,no,yes,telephone,jun,5,651,6,2,success,186,no
2504,housemaid,divorced,primary,38,21667.98,yes,no,no,telephone,jun,15,1190,14,6,other,181,no
2505,services,married,secondary,33,7344.79,yes,no,no,telephone,jul,25,1083,8,5,failure,148,no
2506,housemaid,divorced,primary,83,7135.98,no,yes,no,unknown,oct,7,282,17,0,failure,117,no
2507,student,married,tertiary,67,31654.71,no,no,no,cellular,jan,24,1942,4,1,other,321,no
2508,entrepreneur,single,primary,88,33158.22,yes,yes,yes,telephone,sep,25,1130,8,7,unknown,-1,no
2509,student,married,primary,39,6673.59,yes,yes,no,telephone,apr,20,452,7,7,success,396,no
2510,unknown,single,unknown,84,11532.64,no,yes,no,cellular,nov,28,932,4,0,other,-1,no
2511,self-employed,married,secondary,53,31844.19,yes,yes,no,cellular,jan,28,272,2,10,other,291,no
2512,student,married,unknown,59,40965.81,yes,no,no,unknown,nov,11,83,4,10,failure,120,no
2513,housemaid,single,unknown,38,25802.79,yes,yes,yes,telephone,oct,2,861,10,6,failure,24,no
2514,retired,single,unknown,65,5684.42,yes,yes,no,unknown,apr,1,850,1,4,other,-1,no
2515,entrepreneur,married,primary,75,26166.15,no,no,no,unknown,jul,28,1186,2,9,unknown,44,no
2516,retired,single,primary,53,32212.18,yes,yes,yes,unknown,mar,22,215,16,5,other,-1,no
2517,blue-collar,divorced,unknown,76,44687.34,yes,no,yes,telephone,sep,14,466,9,0,other,-1,no
2518,admin.,married,unknown,92,10787.92,yes,no,yes,telephone,nov,24,827,1,7,failure,185,no
2519,management,married,unknown,89,19958.3,yes,yes,no,unknown,jul,17,1360,16,4,unknown,-1,no
2520,retired,single,tertiary,44,37055.19,no,yes,no,unknown,jul,14,661,12,5,unknown,240,no
2521,housemaid,single,tertiary,43,43248.5,no,yes,no,unknown,jun,6,916,12,8,other,8,yes
2522,unknown,single,unknown,56,43404.55,no,no,yes,telephone,may,2,1808,5,0,failure,-1,no
2523,self-employed,single,tertiary,84,10129.49,yes,no,no,cellular,nov,2,635,13,9,success,-1,no
2524,technician,married,tertiary,33,-1551.38,no,no,yes,cellular,feb,11,912,6,1,other,339,no
2525,services,married,secondary,53,30868.45,yes,yes,no,unknown,dec,24,1988,5,3,success,114,no
2526,technician,divorced,unknown,59,16385.95,yes,yes,yes,telephone,sep,9,1171,8,7,failure,388,no
2527,admin.,married,unknown,69,16962.21,no,yes,no,telephone,nov,24,1282,7,3,other,-1,no
2528,blue-collar,married,primary,44,11769.3,yes,no,yes,unknown,oct,9,1234,14,6,other,116,no
2529,retired,single,tertiary,89,6896.27,yes,yes,no,telephone,jan,6,611,13,8,success,-1,no
2530,unknown,single,secondary,59,2661.97,yes,no,yes,telephone,jun,16,975,12,5,unknown,-1,yes
2531,technician,married,unknown,48,4827.83,yes,yes,yes,cellular,apr,26,1986,9,1,failure,-1,no
2532,technician,single,secondary,39,1836.05,yes,yes,no,telephone,dec,18,1886,1,9,unknown,40,no
2533,self-employed,divorced,secondary,35,28616.31,yes,no,yes,unknown,sep,22,1260,10,7,other,398,no
2534,technician,married,primary,95,36226.78,yes,no,no,cellular,nov,3,1959,3,5,unknown,222,no
2535,unknown,single,tertiary,51,26966.4,no,yes,no,telephone,feb,27,757,20,4,failure,371,no
2536,student,single,secondary,31,36474.5,no,no,no,telephone,apr,21,1281,9,7,success,-1,no
2537,housemaid,married,tertiary,34,36103.71,yes,no,no,unknown,apr,7,665,12,0,unknown,130,no
2538,self-employed,divorced,secondary,56,4308.4,no,yes,no,cellular,feb,15,1965,10,7,other,-1,yes
2539,housemaid,divorced,primary,29,12645.06,yes,no,yes,cellular,aug,15,556,11,6,success,187,no
2540,blue-collar,married,primary,37,14772.26,no,no,no,telephone,jan,13,890,3,1,success,-1,yes
2541,technician,married,unknown,80,23510.65,no,yes,no,telephone,may,24,1321,13,1,unknown,158,no
2542,services,divorced,unknown,25,41300.52,yes,no,no,unknown,oct,10,1723,10,1,other,90,no
2543,student,married,secondary,95,37605.82,yes,yes,no,telephone,feb,5,1717,17,1,failure,172,no
2544,services,single,secondary,86,6141.03,no,yes,no,telephone,jun,18,1183,19,8,unknown,-1,no
2545,retired,single,primary,26,35782.14,no,yes,yes,unknown,may,23,546,2,9,unknown,-1,no
2546,entrepreneur,single,unknown,95,13538.12,yes,no,yes,telephone,jun,21,1923,5,0,other,-1,no
2547,admin.,divorced,secondary,47,40430.49,yes,yes,no,cellular,may,16,347,11,9,unknown,262,no
2548,self-employed,married,tertiary,57,30406.48,yes,no,yes,cellular,may,27,1625,4,10,other,-1,no
2549,technician,married,secondary,75,26008.52,yes,yes,no,cellular,jul,15,402,5,0,success,313,no
2550,unemployed,single,primary,46,2794.43,no,no,yes,telephone,apr,17,1758,17,8,unknown,-1,no
2551,blue-collar,divorced,tertiary,86,24818.98,no,yes,no,unknown,jan,15,1769,5,6,unknown,-1,no
2552,retired,married,unknown,86,49675.55,no,yes,yes,unknown,dec,24,1952,9,9,unknown,-1,no
2553,housemaid,married,tertiary,82,33011.3,no,no,no,cellular,jun,26,1860,5,2,failure,17,no
2554,housemaid,single,secondary,76,31861.2,yes,yes,no,telephone,sep,22,1715,19,8,unknown,331,no
2555,blue-collar,single,primary,68,41710.27,yes,no,no,cellular,feb,28,1108,5,5,failure,-1,no
2556,technician,single,unknown,74,38720.81,yes,no,no,cellular,jan,7,1388,8,3,success,94,no
2557,admin.,married,secondary,86,30645.95,no,no,yes,cellular,jan,7,1764,5,4,unknown,-1,yes
2558,student,divorced,tertiary,65,14480.93,no,yes,no,cellular,oct,26,1350,13,0,unknown,-1,no
2559,blue-collar,divorced,primary,52,38720.07,no,no,yes,cellular,oct,4,434,17,8,unknown,297,no
2560,blue-collar,divorced,primary,89,20941.41,yes,yes,yes,telephone,jul,19,587,20,0,failure,297,no
2561,entrepreneur,single,unknown,49,36150.21,no,no,no,cellular,mar,25,1137,12,9,unknown,280,no
2562,retired,divorced,secondary,33,23420.46,yes,no,no,cellular,jan,6,1764,7,6,success,-1,no
2563,housemaid,married,tertiary,33,45188.72,no,no,no,unknown,apr,12,1881,16,7,success,-1,no
2564,unknown,divorced,secondary,46,46218.07,yes,no,no,telephone,nov,9,319,11,8,success,-1,no
2565,retired,married,secondary,82,13751.78,no,no,yes,telephone,jan,17,1020,5,2,other,175,no
2566,retired,single,primary,29,22133.87,no,no,yes,telephone,jun,9,441,6,1,failure,-1,yes
2567,unemployed,married,primary,76,15802.59,no,yes,no,cellular,oct,3,1687,9,2,failure,-1,no
2568,management,married,secondary,42,20229.8,yes,yes,yes,telephone,sep,12,756,15,0,failure,-1,no
2569,technician,married,tertiary,20,33482.26,no,yes,yes,telephone,jan,26,760,3,0,failure,87,no
2570,services,divorced,tertiary,78,42351.72,yes,no,no,cellular,jun,22,1766,19,2,other,-1,no
2571,retired,single,tertiary,46,46296.74,yes,no,no,unknown,jul,25,255,20,4,unknown,67,yes
2572,self-employed,single,tertiary,74,9815.1,yes,yes,no,cellular,feb,27,254,16,7,success,85,no
2573,admin.,single,tertiary,20,10637.84,no,no,yes,cellular,feb,26,747,10,3,unknown,-1,no
2574,self-employed,divorced,secondary,61,42258.18,yes,no,yes,cellular,dec,15,383,10,8,other,16,no
2575,technician,single,primary,59,31021.72,no,no,no,unknown,oct,24,130,6,1,success,-1,no
2576,entrepreneur,married,secondary,38,47871.73,no,yes,no,cellular,dec,19,1934,4,9,other,-1,no
2577,services,single,secondary,21,-609.66,no,no,no,cellular,jan,17,1751,10,3,failure,11,no
2578,management,married,secondary,67,41521.43,yes,yes,no,cellular,sep,19,1228,7,2,other,17,no
2579,unemployed,single,primary,45,5531.99,no,yes,yes,telephone,feb,2,1359,8,5,unknown,-1,no
2580,services,divorced,primary,68,31312.8,no,yes,no,telephone,aug,7,122,15,5,other,113,no
2581,unemployed,married,unknown,44,24354.45,yes,yes,no,unknown,aug,8,1524,19,1,success,173,no
2582,admin.,single,primary,21,47435.85,no,yes,yes,cellular,mar,4,1282,5,5,failure,189,no
2583,self-employed,divorced,secondary,85,15270.98,yes,no,yes,unknown,nov,2,1283,6,7,unknown,-1,no
2584,student,married,tertiary,62,41803.47,no,no,no,telephone,jun,16,1307,10,8,other,-1,no
2585,technician,divorced,unknown,70,30929.27,yes,no,no,telephone,may,26,1951,15,5,failure,311,no
2586,entrepreneur,married,secondary,81,25093.02,yes,yes,yes,cellular,sep,21,1143,15,9,unknown,15,no
2587,technician,divorced,primary,52,5370.58,no,yes,yes,cellular,nov,11,232,19,1,unknown,308,yes
2588,self-employed,single,unknown,81,17440.66,yes,yes,no,cellular,mar,14,1563,14,7,other,357,no
2589,management,married,unknown,45,38554.99,yes,no,yes,unknown,feb,1,1083,3,2,other,334,yes
2590,housemaid,married,secondary,40,9460.16,yes,yes,no,unknown,apr,2,153,7,9,unknown,114,no
2591,retired,married,tertiary,84,40759.02,yes,yes,no,telephone,oct,6,990,5,8,other,-1,no
2592,unemployed,single,unknown,36,2261.73,no,yes,yes,cellular,aug,19,1680,17,1,other,331,no
2593,retired,single,unknown,69,36945.61,yes,no,yes,cellular,mar,26,526,3,10,failure,-1,no
2594,blue-collar,divorced,secondary,80,2558.93,no,yes,no,telephone,jan,7,184,5,8,unknown,27,no
2595,unknown,married,secondary,82,26888.07,yes,no,no,unknown,jul,19,269,18,9,other,-1,yes
2596,student,married,secondary,78,22991.15,no,no,no,cellular,jun,8,1020,7,3,other,359,yes
2597,housemaid,divorced,tertiary,69,1080.69,yes,yes,no,telephone,oct,23,1173,6,10,unknown,-1,no
2598,student,divorced,secondary,85,18817.29,yes,no,no,unknown,nov,14,1855,9,3,unknown,83,no
2599,unemployed,single,unknown,54,14001.98,no,no,yes,telephone,aug,1,1604,18,0,other,263,no
2600,admin.,divorced,secondary,35,4058.91,yes,no,yes,telephone,may,28,1532,19,3,success,62,no
2601,unemployed,married,unknown,66,10449.8,yes,no,no,cellular,nov,22,1274,20,5,failure,109,no
2602,self-employed,married,tertiary,27,40707.36,no,yes,no,unknown,oct,25,1080,17,7,failure,294,no
2603,housemaid,married,primary,57,13758.58,yes,no,yes,telephone,mar,19,1884,6,5,failure,193,yes
2604,entrepreneur,married,unknown,18,13553.57,yes,no,no,cellular,feb,6,728,18,10,other,-1,no
2605,admin.,divorced,unknown,89,22561.89,yes,yes,no,telephone,mar,1,373,17,8,other,-1,no
2606,services,married,tertiary,19,10858.76,no,no,yes,unknown,apr,26,163,18,4,failure,369,no
2607,self-employed,divorced,primary,76,41674.73,yes,yes,yes,unknown,sep,6,1993,14,6,success,362,no
2608,housemaid,single,secondary,44,18176.17,yes,no,no,cellular,aug,27,674,16,10,other,-1,yes
2609,management,divorced,unknown,25,43857.39,yes,yes,no,cellular,apr,15,1546,19,7,success,100,no
2610,blue-collar,married,tertiary,76,19849.8,yes,no,no,unknown,dec,3,724,1,9,success,77,no
2611,services,divorced,secondary,90,27769.14,yes,yes,no,unknown,may,21,1749,12,3,success,75,no
2612,student,single,primary,34,17096.68,yes,no,no,telephone,nov,19,487,10,7,success,321,no
2613,self-employed,single,secondary,52,43002.71,no,no,yes,unknown,sep,7,1845,3,5,success,268,no
2614,blue-collar,married,unknown,85,18973.88,yes,no,yes,unknown,apr,1,909,8,6,success,215,yes
2615,unknown,single,tertiary,37,29817.07,no,no,yes,telephone,dec,12,1791,1,4,failure,309,no
2616,unknown,single,primary,52,37248.51,no,no,yes,unknown,jan,28,1382,8,6,failure,141,no
2617,admin.,divorced,primary,25,27387.99,yes,yes,no,telephone,apr,8,326,12,9,failure,-1,no
2618,entrepreneur,divorced,unknown,61,19166.79,yes,yes,yes,cellular,feb,8,492,1,8,unknown,191,no
2619,technician,married,tertiary,52,39380.16,yes,yes,no,cellular,jun,6,653,1,9,success,-1,no
2620,entrepreneur,married,unknown,35,16884.09,no,yes,no,unknown,mar,24,680,11,2,failure,295,no
2621,admin.,married,primary,47,16952.11,yes,yes,no,telephone,apr,27,50,5,4,other,175,no
2622,technician,divorced,secondary,41,672.56,yes,no,yes,unknown,oct,6,502,7,3,failure,23,no
2623,services,single,primary,57,14180.48,yes,no,no,telephone,may,1,444,5,1,success,364,no
2624,unknown,single,tertiary,21,16152.83,no,yes,no,cellular,sep,21,1894,19,4,success,-1,no
2625,unknown,divorced,unknown,54,20734.59,yes,no,yes,cellular,sep,12,1438,4,5,success,314,no
2626,self-employed,single,tertiary,33,10845.34,no,yes,no,unknown,mar,8,637,18,6,unknown,72,no
2627,management,married,tertiary,53,28934.17,no,no,no,cellular,jan,5,981,14,3,success,89,no
2628,unemployed,married,unknown,57,24793.88,no,no,no,cellular,mar,16,379,3,9,other,75,no
2629,unemployed,single,unknown,52,37548.41,no,yes,no,unknown,sep,20,164,20,7,other,-1,no
2630,admin.,divorced,tertiary,38,44327.86,yes,no,no,unknown,nov,3,1746,8,7,failure,43,no
2631,admin.,divorced,tertiary,79,28872.74,yes,no,no,telephone,mar,6,630,7,6,other,340,no
2632,admin.,single,primary,42,20361.52,yes,no,no,cellular,apr,26,908,10,5,failure,-1,no
2633,entrepreneur,divorced,unknown,22,39151.98,yes,yes,no,cellular,apr,28,744,12,2,failure,-1,yes
2634,unemployed,divorced,secondary,81,28363.13,no,yes,no,telephone,aug,17,1417,6,9,failure,341,no
2635,entrepreneur,married,primary,87,48491.98,no,yes,no,unknown,jun,22,1181,4,1,success,-1,no
