risk_profile_id,customer_id,institution_id,product_type,risk_pattern,base_risk_score,total_exposure,relationship_length_months,products_held,repayment_history_score,recent_transaction_volatility,collateral_quality_score,liquidity_ratio,projected_cash_flow_rating,primary_risk_factors,risk_factor_weights
376,CUST-C0013,INST-017,Credit Card,Deteriorating,0.7688,4352.43,115,3,5,0.6026,0.8349,0.7993,0.7504,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
377,CUST-C0137,INST-020,Business Loan,Deteriorating,0.9365,74835.35,108,4,7,0.9438,0.1281,1.715,0.8908,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
378,CUST-C0014,INST-001,Credit Card,Improving,0.6307,411659.61,19,4,5,0.5043,0.3598,0.2984,0.6752,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
379,CUST-C0184,INST-018,Credit Card,Volatile,0.0222,82572.33,60,2,6,0.5423,0.5304,1.4913,0.7493,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
380,CUST-C0061,INST-010,Credit Card,Improving,0.4884,588469.21,58,3,3,0.6454,0.4878,0.3598,0.8963,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
381,CUST-C0111,INST-006,Business Loan,Deteriorating,0.1242,90291.7,70,5,8,0.1904,0.5649,0.8039,0.1388,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
382,CUST-C0115,INST-004,Line of Credit,Deteriorating,0.1328,51237.41,67,4,9,0.0043,0.4112,0.4879,0.3126,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
383,CUST-C0104,INST-003,Personal Loan,Improving,0.6338,9840.31,33,5,10,0.2963,0.219,0.8868,0.4868,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
384,CUST-C0140,INST-009,Personal Loan,Volatile,0.6226,3312673.12,21,4,5,0.5908,0.3634,1.1207,0.5659,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
385,CUST-C0207,INST-017,Mortgage,Improving,0.9203,79126.38,55,2,8,0.3711,0.8267,0.1019,0.0133,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
386,CUST-C0034,INST-017,Mortgage,Volatile,0.1009,1030154.85,114,5,9,0.0836,0.0561,1.599,0.4412,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
387,CUST-C0181,INST-001,Business Loan,Deteriorating,0.7024,43506.01,7,4,9,0.6526,0.6735,1.7333,0.4441,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
388,CUST-C0191,INST-014,Business Loan,Improving,0.7889,76599.05,31,4,4,0.6204,0.2929,0.8198,0.0698,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
389,CUST-C0222,INST-008,Line of Credit,Stable,0.5355,1794.0,44,3,6,0.5206,0.2513,1.0485,0.9103,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
390,CUST-C0076,INST-018,Credit Card,Improving,0.4682,344591.33,84,5,5,0.0635,0.5473,1.6357,0.7943,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
391,CUST-C0026,INST-012,Personal Loan,Volatile,0.6962,83417.85,41,4,3,0.4706,0.0255,1.0778,0.0749,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
392,CUST-C0145,INST-009,Line of Credit,Improving,0.0115,85607.98,111,4,5,0.7641,0.4692,1.6434,0.695,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
393,CUST-C0113,INST-020,Mortgage,Deteriorating,0.9676,47196.36,54,4,8,0.0976,0.0608,1.952,0.0246,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
394,CUST-C0020,INST-016,Personal Loan,Volatile,0.3639,62422.4,29,1,1,0.8749,0.142,0.2097,0.5119,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
395,CUST-C0172,INST-004,Business Loan,Deteriorating,0.1144,53340.16,30,5,10,0.7615,0.1575,0.3659,0.9356,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
396,CUST-C0030,INST-006,Business Loan,Volatile,0.0902,28509.91,15,2,4,0.5795,0.7874,1.3759,0.7211,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
397,CUST-C0037,INST-008,Personal Loan,Volatile,0.2697,3082053.61,109,4,5,0.6973,0.5083,1.7558,0.1427,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
398,CUST-C0042,INST-015,Personal Loan,Volatile,0.0124,425215.83,99,3,7,0.2574,0.734,1.4126,0.7169,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
399,CUST-C0207,INST-020,Line of Credit,Improving,0.1914,4114556.36,50,5,6,0.9137,0.5633,0.2191,0.0192,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
400,CUST-C0141,INST-004,Business Loan,Improving,0.5791,2448.0,82,3,3,0.7288,0.7898,0.2291,0.1704,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
401,CUST-C0047,INST-005,Personal Loan,Volatile,0.9675,2121707.42,27,1,6,0.7677,0.9855,1.0423,0.7809,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
402,CUST-C0070,INST-017,Credit Card,Improving,0.1051,4398307.38,100,5,6,0.431,0.7693,1.5931,0.4945,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
403,CUST-C0100,INST-013,Mortgage,Deteriorating,0.0659,90314.94,114,5,2,0.8845,0.0244,0.8094,0.9701,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
404,CUST-C0091,INST-001,Personal Loan,Volatile,0.6759,5257.75,67,4,10,0.769,0.7468,1.0789,0.2092,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
405,CUST-C0153,INST-005,Personal Loan,Improving,0.0498,537482.55,41,3,4,0.6223,0.3698,0.4606,0.4653,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
406,CUST-C0151,INST-004,Mortgage,Stable,0.2361,66698.28,6,5,2,0.4233,0.336,0.6589,0.1715,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
407,CUST-C0087,INST-007,Business Loan,Stable,0.6559,2882901.16,26,3,6,0.117,0.5968,1.4717,0.4177,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
408,CUST-C0033,INST-004,Mortgage,Volatile,0.6298,2710277.17,90,3,8,0.4423,0.9651,0.6882,0.1776,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
409,CUST-C0013,INST-002,Business Loan,Volatile,0.9756,179562.3,20,1,4,0.4067,0.3753,1.893,0.2976,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
410,CUST-C0069,INST-003,Mortgage,Stable,0.1771,339624.39,10,3,2,0.3954,0.2411,1.073,0.8449,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
411,CUST-C0113,INST-013,Business Loan,Deteriorating,0.5372,4950088.12,43,5,2,0.1942,0.5648,0.2094,0.841,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
412,CUST-C0187,INST-019,Mortgage,Deteriorating,0.5316,2762.63,51,1,3,0.2672,0.8122,1.2477,0.4862,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
413,CUST-C0223,INST-009,Business Loan,Volatile,0.6291,63416.7,81,3,9,0.2598,0.4579,1.6984,0.4934,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
414,CUST-C0042,INST-011,Line of Credit,Stable,0.3598,183388.94,41,4,10,0.1321,0.5762,0.604,0.0713,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
415,CUST-C0066,INST-006,Business Loan,Improving,0.3277,3195788.27,77,4,3,0.6592,0.9388,0.6564,0.1672,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
416,CUST-C0116,INST-020,Business Loan,Improving,0.7451,3743880.43,64,4,9,0.8944,0.7118,0.5751,0.327,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
417,CUST-C0134,INST-001,Line of Credit,Deteriorating,0.9759,4034537.25,107,1,10,0.3407,0.4051,0.7024,0.6223,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
418,CUST-C0175,INST-018,Credit Card,Deteriorating,0.5554,4382817.09,26,5,7,0.0214,0.7322,0.4284,0.7295,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
419,CUST-C0059,INST-011,Business Loan,Deteriorating,0.5607,93956.38,62,3,8,0.9919,0.5806,0.2042,0.6785,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
420,CUST-C0118,INST-017,Personal Loan,Deteriorating,0.2629,827202.06,55,4,6,0.7964,0.867,1.2547,0.522,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
421,CUST-C0095,INST-007,Business Loan,Improving,0.6021,4852698.37,57,4,2,0.5962,0.5466,1.9845,0.4589,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
422,CUST-C0012,INST-020,Personal Loan,Volatile,0.2893,535684.24,116,3,4,0.3127,0.0443,1.0735,0.4868,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
423,CUST-C0110,INST-011,Business Loan,Improving,0.4693,2559172.26,7,5,4,0.4,0.7919,0.5274,0.2118,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
424,CUST-C0133,INST-015,Mortgage,Volatile,0.4657,1293376.18,97,3,6,0.7976,0.8339,1.5863,0.435,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
425,CUST-C0201,INST-001,Business Loan,Deteriorating,0.8868,1200.05,15,5,5,0.3238,0.3058,1.3838,0.1501,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
426,CUST-C0138,INST-016,Business Loan,Improving,0.5463,3408828.55,108,2,4,0.8873,0.7186,1.6794,0.6042,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
427,CUST-C0200,INST-013,Credit Card,Stable,0.7642,397893.59,41,5,1,0.4271,0.3518,1.5788,0.981,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
428,CUST-C0018,INST-005,Mortgage,Stable,0.0992,3097358.56,56,3,5,0.7047,0.7966,0.1525,0.777,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
429,CUST-C0233,INST-012,Credit Card,Stable,0.2368,2667.35,81,5,6,0.8915,0.4655,0.9586,0.0865,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
430,CUST-C0215,INST-019,Business Loan,Improving,0.2657,34969.0,21,5,4,0.5248,0.6517,1.8762,0.8238,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
431,CUST-C0115,INST-006,Business Loan,Improving,0.5152,1293.02,39,4,3,0.9212,0.0834,0.4445,0.4758,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
432,CUST-C0187,INST-001,Mortgage,Stable,0.4575,54213.24,30,2,6,0.3293,0.3431,1.0482,0.4406,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
433,CUST-C0232,INST-020,Line of Credit,Volatile,0.8848,487202.0,45,1,5,0.0124,0.0921,1.5828,0.3465,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
434,CUST-C0222,INST-003,Mortgage,Stable,0.0596,2614985.29,24,1,2,0.5832,0.2635,0.1563,0.9026,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
435,CUST-C0053,INST-004,Mortgage,Deteriorating,0.4739,65096.21,96,1,4,0.1344,0.1408,1.9387,0.2428,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
436,CUST-C0190,INST-015,Line of Credit,Volatile,0.3006,524327.89,102,4,1,0.9456,0.4408,0.3202,0.7744,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
437,CUST-C0247,INST-006,Line of Credit,Deteriorating,0.4089,3330933.3,8,3,7,0.2226,0.6164,1.0823,0.5365,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
438,CUST-C0152,INST-009,Mortgage,Improving,0.3105,570430.92,6,2,4,0.5717,0.6047,0.0331,0.1237,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
439,CUST-C0210,INST-018,Credit Card,Deteriorating,0.7752,4150.88,72,4,8,0.9192,0.25,0.7096,0.0358,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
440,CUST-C0233,INST-019,Credit Card,Stable,0.2807,4996.95,110,3,7,0.6592,0.1759,1.4839,0.0132,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
441,CUST-C0109,INST-008,Mortgage,Deteriorating,0.8866,32172.5,20,4,10,0.2997,0.6844,1.6122,0.6793,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
442,CUST-C0246,INST-011,Mortgage,Improving,0.4052,8262.96,38,4,3,0.7712,0.1407,1.2377,0.9744,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
443,CUST-C0044,INST-011,Personal Loan,Deteriorating,0.3542,18127.93,99,5,5,0.251,0.8171,1.2656,0.7556,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
444,CUST-C0182,INST-014,Mortgage,Improving,0.3735,950007.2,74,5,9,0.692,0.8385,1.0293,0.727,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
445,CUST-C0136,INST-013,Business Loan,Volatile,0.4493,7591.66,102,5,1,0.2029,0.7169,1.6264,0.8839,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
446,CUST-C0027,INST-016,Personal Loan,Volatile,0.6663,398508.54,89,5,8,0.668,0.6991,0.7019,0.5158,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
447,CUST-C0203,INST-006,Business Loan,Volatile,0.2054,857787.67,75,2,6,0.9992,0.1013,1.8935,0.6673,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
448,CUST-C0168,INST-018,Line of Credit,Volatile,0.2754,395580.27,35,4,1,0.537,0.5632,1.8075,0.8805,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
449,CUST-C0218,INST-012,Credit Card,Improving,0.8588,3097522.2,40,3,3,0.3377,0.2691,0.3309,0.9704,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
450,CUST-C0141,INST-020,Mortgage,Deteriorating,0.4054,4824663.92,12,1,1,0.7695,0.1629,1.313,0.5696,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
451,CUST-C0070,INST-002,Credit Card,Stable,0.7712,82539.83,94,3,2,0.3436,0.2782,1.672,0.1339,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
452,CUST-C0207,INST-006,Credit Card,Volatile,0.7496,7791.31,87,1,7,0.6947,0.9245,1.7469,0.0076,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
453,CUST-C0099,INST-005,Line of Credit,Deteriorating,0.2731,2544456.2,42,1,1,0.517,0.9427,1.3731,0.6302,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
454,CUST-C0062,INST-007,Line of Credit,Improving,0.5861,1534455.92,61,3,6,0.8076,0.6194,1.9738,0.1178,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
455,CUST-C0177,INST-010,Personal Loan,Improving,0.0583,1085913.87,78,1,7,0.1954,0.8889,1.381,0.5739,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
456,CUST-C0219,INST-015,Mortgage,Stable,0.7374,109741.5,84,5,4,0.2026,0.6712,1.2765,0.6146,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
457,CUST-C0007,INST-007,Business Loan,Volatile,0.8063,32453.76,43,1,6,0.9995,0.1548,0.9448,0.6464,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
458,CUST-C0140,INST-015,Credit Card,Deteriorating,0.3428,89357.37,63,4,7,0.5844,0.7644,0.7417,0.5845,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
459,CUST-C0213,INST-003,Business Loan,Stable,0.0057,205983.86,113,3,5,0.5363,0.0755,0.4148,0.4416,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
460,CUST-C0068,INST-006,Line of Credit,Volatile,0.2255,2394717.2,8,3,4,0.434,0.2612,0.248,0.3058,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
461,CUST-C0201,INST-004,Personal Loan,Deteriorating,0.1911,17229.1,113,3,5,0.8893,0.0064,1.4569,0.5781,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
462,CUST-C0024,INST-008,Business Loan,Stable,0.0757,5985.3,117,1,8,0.5133,0.6873,1.7244,0.9989,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
463,CUST-C0118,INST-008,Personal Loan,Deteriorating,0.3763,51903.65,90,4,7,0.7084,0.9036,1.2467,0.9445,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
464,CUST-C0209,INST-001,Line of Credit,Volatile,0.1419,2292.47,97,3,9,0.7412,0.0345,0.4934,0.6968,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
465,CUST-C0092,INST-002,Mortgage,Stable,0.9122,3558858.55,74,4,9,0.0862,0.723,0.0666,0.167,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
466,CUST-C0041,INST-002,Personal Loan,Volatile,0.3465,55526.83,101,2,4,0.3905,0.6746,0.0667,0.1659,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
467,CUST-C0211,INST-009,Line of Credit,Stable,0.2605,41437.66,11,3,8,0.6895,0.5246,0.8258,0.5099,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
468,CUST-C0010,INST-010,Personal Loan,Volatile,0.3201,999081.62,48,3,7,0.6529,0.4379,1.1332,0.5681,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
469,CUST-C0167,INST-020,Line of Credit,Stable,0.3019,43814.86,8,1,7,0.7675,0.9975,0.4219,0.6127,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
470,CUST-C0144,INST-016,Line of Credit,Volatile,0.0378,845194.92,17,5,9,0.2667,0.0938,0.4862,0.443,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
471,CUST-C0109,INST-002,Line of Credit,Stable,0.4719,29986.39,76,5,4,0.762,0.1286,1.7423,0.7455,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
472,CUST-C0147,INST-019,Personal Loan,Volatile,0.1111,2414625.48,7,3,4,0.8468,0.6636,0.7084,0.7486,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
473,CUST-C0206,INST-005,Mortgage,Deteriorating,0.8854,23305.62,103,2,5,0.6275,0.8653,1.3608,0.3562,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
474,CUST-C0245,INST-020,Credit Card,Volatile,0.0265,843268.76,118,2,5,0.1913,0.3504,1.9939,0.9276,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
475,CUST-C0108,INST-005,Personal Loan,Stable,0.1374,40431.09,49,4,10,0.2844,0.1387,0.8714,0.9323,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
476,CUST-C0121,INST-006,Business Loan,Volatile,0.2342,144660.04,109,3,7,0.9256,0.9387,0.7285,0.6251,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
477,CUST-C0064,INST-005,Line of Credit,Improving,0.5546,1732018.94,26,4,1,0.8378,0.7143,0.0624,0.5226,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
478,CUST-C0003,INST-002,Credit Card,Volatile,0.4535,7073.53,20,4,7,0.2615,0.5128,1.8922,0.3631,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
479,CUST-C0115,INST-020,Business Loan,Volatile,0.008,1553.86,9,4,9,0.5828,0.9732,1.3061,0.7004,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
480,CUST-C0067,INST-014,Mortgage,Deteriorating,0.6442,1894.36,35,3,3,0.5731,0.4886,1.9162,0.7374,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
481,CUST-C0128,INST-009,Business Loan,Improving,0.9712,4722540.27,71,4,9,0.0291,0.2917,0.4405,0.9234,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
482,CUST-C0096,INST-020,Line of Credit,Stable,0.2231,621948.42,100,1,6,0.7708,0.0683,0.762,0.3758,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
483,CUST-C0094,INST-010,Personal Loan,Deteriorating,0.1531,61281.24,44,1,6,0.3067,0.9581,0.6185,0.4855,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
484,CUST-C0064,INST-014,Personal Loan,Volatile,0.7862,3037753.72,51,2,5,0.9087,0.8209,1.2211,0.6422,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
485,CUST-C0139,INST-007,Business Loan,Volatile,0.2977,4625.0,69,4,8,0.2235,0.1912,1.0641,0.1254,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
486,CUST-C0021,INST-011,Personal Loan,Deteriorating,0.3831,111373.74,63,1,1,0.4342,0.3548,0.4729,0.0217,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
487,CUST-C0063,INST-001,Credit Card,Deteriorating,0.624,95043.22,81,4,9,0.8133,0.8665,0.0146,0.5641,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
488,CUST-C0124,INST-004,Credit Card,Volatile,0.1563,883062.88,47,3,7,0.1764,0.4056,0.3963,0.0144,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
489,CUST-C0193,INST-006,Business Loan,Improving,0.9603,86122.52,83,2,8,0.7011,0.4121,1.7548,0.7642,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
490,CUST-C0182,INST-020,Mortgage,Volatile,0.7008,4277.96,34,4,3,0.2449,0.3796,1.4815,0.8744,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
491,CUST-C0036,INST-012,Business Loan,Improving,0.2904,1903655.31,39,2,7,0.3316,0.9113,1.0504,0.3238,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
492,CUST-C0195,INST-009,Business Loan,Improving,0.6631,1436204.14,26,4,1,0.1404,0.2322,0.1758,0.0322,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
493,CUST-C0220,INST-003,Business Loan,Deteriorating,0.1044,9281.39,15,5,8,0.3206,0.1919,1.0066,0.1461,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
494,CUST-C0049,INST-012,Credit Card,Deteriorating,0.6978,833635.11,20,2,9,0.5757,0.3035,0.7763,0.1945,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
495,CUST-C0044,INST-003,Mortgage,Volatile,0.3556,60956.86,54,3,7,0.0799,0.9779,1.2987,0.7864,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
496,CUST-C0108,INST-014,Mortgage,Stable,0.6891,1187009.94,80,2,8,0.5282,0.5989,0.9629,0.8868,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
497,CUST-C0037,INST-004,Mortgage,Improving,0.8937,2180.18,65,4,7,0.2765,0.3429,0.6218,0.081,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
498,CUST-C0231,INST-008,Business Loan,Deteriorating,0.6325,1128543.95,35,2,10,0.5027,0.3506,0.2717,0.3702,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
499,CUST-C0197,INST-012,Mortgage,Stable,0.5772,3170670.16,107,4,6,0.7635,0.2568,1.1589,0.4827,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
500,CUST-C0220,INST-012,Line of Credit,Volatile,0.7726,55381.07,38,5,8,0.3395,0.2283,0.2409,0.5929,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
