performance_id,customer_id,institution_id,product_type,avg_risk_score,risk_score_volatility,risk_trend,risk_trend_percentage,avg_fraud_probability,anomaly_percentage,risk_assessment_accuracy,approval_percentage,most_common_recommendation,avg_monthly_transaction_volume,total_transaction_volume,transaction_volatility,total_exposure,risk_adjusted_return,customer_value_score,customer_value_category,optimization_opportunity,optimization_priority
390,CUST-C0076,INST-018,Credit Card,0.6953,0.107,Stable,2.4836,0.0978,3.0882,78.5008,44.5302,Approve with Conditions,44650.24,111745.86,0.4238,344591.33,-0.0119,90,Platinum,None,Medium
391,CUST-C0026,INST-012,Personal Loan,0.7788,0.039,Stable,-9.15,0.1486,14.3482,89.1076,97.7481,Deny,44141.32,276072.4,0.7743,83417.85,0.0651,154,Platinum,Upsell,Medium
392,CUST-C0145,INST-009,Line of Credit,0.0872,0.078,Improving,6.4168,0.0097,8.3356,70.302,48.3133,Approve,44777.75,78490.52,0.7291,85607.98,0.1678,49,Silver,Upsell,High
393,CUST-C0113,INST-020,Mortgage,0.3432,0.0807,Worsening,5.8906,0.159,7.4359,94.5954,53.8269,Approve with Conditions,38122.66,24034.32,0.4954,47196.36,0.1175,128,Bronze,Cross-sell,Low
394,CUST-C0020,INST-016,Personal Loan,0.465,0.0438,Improving,6.8205,0.0095,13.4803,78.3679,61.5348,Approve,17617.43,346708.04,0.8014,62422.4,0.0727,130,Bronze,Retention,Low
395,CUST-C0172,INST-004,Business Loan,0.5187,0.1307,Worsening,-9.1195,0.1008,3.9331,81.5645,40.2911,Approve,29330.84,388212.3,0.6091,53340.16,0.2718,153,Silver,Retention,High
396,CUST-C0030,INST-006,Business Loan,0.7933,0.0541,Improving,1.6548,0.0112,8.7737,90.6863,71.4931,Approve,32010.6,263861.36,0.7691,28509.91,0.2014,68,Platinum,None,High
397,CUST-C0037,INST-008,Personal Loan,0.4904,0.1859,Improving,-7.8297,0.0483,7.0167,60.3085,54.1352,Deny,38498.39,204477.62,0.9778,3082053.61,-0.0544,116,Bronze,Upsell,High
398,CUST-C0042,INST-015,Personal Loan,0.6633,0.2679,Improving,3.2288,0.0473,5.4638,85.7191,97.1835,Deny,42883.71,458616.13,0.7948,425215.83,-0.0834,55,Gold,Upsell,Medium
399,CUST-C0207,INST-020,Line of Credit,0.1173,0.0592,Worsening,2.312,0.0524,5.1056,98.9745,57.8062,Deny,26150.43,223152.34,0.8776,4114556.36,0.239,18,Silver,Retention,High
400,CUST-C0141,INST-004,Business Loan,0.8417,0.1403,Worsening,-5.4213,0.0547,8.0011,84.9241,95.9486,Deny,34255.41,278486.71,0.9205,2448.0,-0.0008,122,Silver,Retention,High
401,CUST-C0047,INST-005,Personal Loan,0.1303,0.0659,Worsening,1.2747,0.1811,0.8224,89.0241,47.829,Approve with Conditions,20664.21,481806.81,0.0261,2121707.42,0.279,127,Silver,Upsell,Low
402,CUST-C0070,INST-017,Credit Card,0.5176,0.1415,Stable,-8.3528,0.029,11.8446,86.164,93.2852,Approve with Conditions,33625.55,303596.99,0.8785,4398307.38,0.2176,140,Gold,None,High
403,CUST-C0100,INST-013,Mortgage,0.704,0.0259,Improving,-4.6448,0.1532,13.5264,63.4005,78.6349,Approve with Conditions,8456.32,334420.97,0.018,90314.94,0.1801,135,Gold,Upsell,Medium
404,CUST-C0091,INST-001,Personal Loan,0.9384,0.2885,Improving,-7.5419,0.1524,5.8394,94.5523,53.7874,Approve with Conditions,19927.59,450991.13,0.297,5257.75,-0.0686,138,Bronze,Retention,Low
405,CUST-C0153,INST-005,Personal Loan,0.3554,0.0236,Stable,-8.6529,0.0147,10.3443,64.3204,65.8432,Deny,8475.5,270366.52,0.4586,537482.55,0.1661,156,Silver,Retention,Medium
406,CUST-C0151,INST-004,Mortgage,0.1849,0.011,Worsening,9.7464,0.0715,8.6243,79.4552,51.699,Deny,47469.72,357346.42,0.5604,66698.28,0.1291,121,Platinum,None,Medium
407,CUST-C0087,INST-007,Business Loan,0.8866,0.0844,Stable,5.7728,0.0477,3.2096,90.8531,82.4911,Approve,32204.66,192752.89,0.7143,2882901.16,0.2009,75,Silver,Upsell,Medium
408,CUST-C0033,INST-004,Mortgage,0.4371,0.2478,Improving,-7.5293,0.1235,3.8343,63.9715,59.6891,Approve,36589.55,204047.33,0.0007,2710277.17,-0.0655,112,Gold,None,Low
409,CUST-C0013,INST-002,Business Loan,0.0788,0.1271,Worsening,4.8843,0.1422,11.6581,65.0509,84.8398,Deny,13112.55,349611.38,0.8152,179562.3,0.219,95,Bronze,None,Low
410,CUST-C0069,INST-003,Mortgage,0.6156,0.0865,Worsening,-0.8939,0.0601,13.8874,84.1911,73.6125,Approve,30722.9,56745.06,0.6038,339624.39,-0.0108,85,Silver,Cross-sell,Medium
411,CUST-C0113,INST-013,Business Loan,0.4371,0.0584,Worsening,-0.0258,0.1605,4.8165,83.2095,40.6139,Approve with Conditions,10531.36,133496.11,0.552,4950088.12,0.2526,79,Bronze,None,High
412,CUST-C0187,INST-019,Mortgage,0.1169,0.1001,Stable,-6.839,0.1288,0.9648,94.2287,47.9904,Approve with Conditions,10157.24,31038.09,0.2532,2762.63,0.2797,120,Platinum,Upsell,High
413,CUST-C0223,INST-009,Business Loan,0.7321,0.0629,Worsening,-1.2599,0.0315,11.5753,90.3534,43.8118,Approve with Conditions,3164.06,474134.02,0.1348,63416.7,-0.0476,107,Platinum,Cross-sell,Medium
414,CUST-C0042,INST-011,Line of Credit,0.5668,0.1386,Stable,-9.9397,0.1616,10.4081,74.4067,92.0668,Approve with Conditions,36498.09,371536.47,0.2997,183388.94,0.0361,129,Gold,Upsell,High
415,CUST-C0066,INST-006,Business Loan,0.7214,0.1308,Stable,7.1939,0.1508,0.1647,93.1434,78.5629,Deny,5871.46,430662.53,0.5295,3195788.27,-0.0962,88,Bronze,Retention,High
416,CUST-C0116,INST-020,Business Loan,0.4833,0.1563,Stable,4.3108,0.1686,6.4512,71.8737,77.815,Approve,11668.52,110835.52,0.5572,3743880.43,-0.0881,33,Silver,Retention,Low
417,CUST-C0134,INST-001,Line of Credit,0.41,0.0954,Improving,8.3852,0.1249,8.2894,88.2428,75.9744,Approve with Conditions,24101.05,144160.9,0.8544,4034537.25,0.266,93,Gold,Cross-sell,Low
418,CUST-C0175,INST-018,Credit Card,0.778,0.2521,Stable,6.0094,0.086,9.2122,67.4083,47.9119,Deny,12267.26,362943.58,0.2171,4382817.09,0.2164,103,Platinum,Retention,Medium
419,CUST-C0059,INST-011,Business Loan,0.4081,0.1736,Worsening,6.0124,0.1132,3.959,82.5141,73.6319,Approve with Conditions,4337.72,187893.86,0.2627,93956.38,-0.0146,130,Silver,Upsell,Low
420,CUST-C0118,INST-017,Personal Loan,0.0703,0.1915,Improving,-9.5078,0.0586,0.8183,92.2231,95.8863,Deny,18119.14,253350.08,0.6974,827202.06,-0.0806,27,Bronze,Cross-sell,Medium
421,CUST-C0095,INST-007,Business Loan,0.0156,0.1971,Improving,8.9387,0.1187,3.6546,79.2262,91.8046,Approve,10900.86,181203.95,0.3702,4852698.37,-0.0399,70,Bronze,Retention,Low
422,CUST-C0012,INST-020,Personal Loan,0.7538,0.03,Worsening,3.1763,0.0391,0.4682,87.3466,73.6078,Deny,39815.23,436205.45,0.0263,535684.24,0.1062,144,Gold,None,Medium
423,CUST-C0110,INST-011,Business Loan,0.3663,0.2785,Stable,-8.1911,0.0232,1.959,86.6286,76.0401,Approve,12992.27,182485.04,0.4609,2559172.26,0.1711,98,Gold,None,Medium
424,CUST-C0133,INST-015,Mortgage,0.202,0.2283,Improving,-6.824,0.0059,2.6028,75.2851,48.4984,Approve,41909.85,89727.74,0.4354,1293376.18,0.2752,30,Gold,Cross-sell,Medium
425,CUST-C0201,INST-001,Business Loan,0.6901,0.2961,Improving,-7.44,0.1483,5.9276,63.8111,66.2732,Approve,21315.95,250858.42,0.2907,1200.05,0.2379,52,Silver,Cross-sell,Medium
426,CUST-C0138,INST-016,Business Loan,0.3945,0.2366,Improving,-9.0952,0.194,6.2824,75.4969,79.2483,Approve,49008.14,321293.45,0.9237,3408828.55,0.2149,139,Silver,None,Low
427,CUST-C0200,INST-013,Credit Card,0.1544,0.133,Stable,-9.5339,0.0081,1.3007,92.2602,93.7441,Approve,35879.09,479673.34,0.3311,397893.59,0.2004,60,Silver,Cross-sell,High
428,CUST-C0018,INST-005,Mortgage,0.164,0.0747,Worsening,4.6693,0.1785,13.4615,70.8977,66.5172,Approve,31536.14,291641.69,0.2914,3097358.56,0.1544,53,Gold,None,Medium
429,CUST-C0233,INST-012,Credit Card,0.317,0.2401,Stable,-2.9145,0.067,1.7762,64.4637,56.1251,Deny,46195.19,75846.98,0.3482,2667.35,0.2697,124,Gold,Cross-sell,Medium
430,CUST-C0215,INST-019,Business Loan,0.6471,0.2509,Worsening,-4.7777,0.0486,14.275,62.7821,54.2498,Approve with Conditions,48213.55,197908.74,0.2023,34969.0,0.2456,89,Bronze,Upsell,Medium
431,CUST-C0115,INST-006,Business Loan,0.8202,0.1911,Stable,-8.497,0.142,14.8835,74.1768,43.6234,Approve with Conditions,38949.48,404215.62,0.713,1293.02,0.1803,27,Gold,Upsell,Medium
432,CUST-C0187,INST-001,Mortgage,0.7693,0.2832,Worsening,-7.5158,0.119,7.9389,94.8594,57.1136,Approve,37958.44,449920.19,0.8171,54213.24,0.0349,43,Platinum,None,High
433,CUST-C0232,INST-020,Line of Credit,0.6582,0.2568,Stable,3.7025,0.1,5.111,94.0716,44.8041,Approve with Conditions,32072.26,306960.47,0.6546,487202.0,0.1733,18,Bronze,None,Low
434,CUST-C0222,INST-003,Mortgage,0.7024,0.1466,Improving,-3.9958,0.1133,11.8809,89.8318,62.7282,Approve with Conditions,18079.01,368960.61,0.768,2614985.29,0.2327,54,Platinum,None,Medium
435,CUST-C0053,INST-004,Mortgage,0.0756,0.0869,Stable,7.3447,0.0327,12.4424,95.0749,44.243,Approve,36686.43,320481.05,0.4706,65096.21,0.0391,152,Bronze,Upsell,Low
436,CUST-C0190,INST-015,Line of Credit,0.6298,0.0913,Stable,2.8382,0.1686,3.9858,63.8927,58.1112,Approve,35148.44,404866.28,0.3459,524327.89,-0.0386,123,Bronze,Retention,High
437,CUST-C0247,INST-006,Line of Credit,0.6215,0.0087,Worsening,3.5738,0.0992,12.1866,83.7201,77.991,Deny,32277.34,32448.03,0.3658,3330933.3,-0.0053,37,Silver,Retention,High
438,CUST-C0152,INST-009,Mortgage,0.7646,0.0655,Stable,7.1598,0.0893,0.2413,75.3557,87.1978,Approve,23894.93,368977.47,0.4949,570430.92,0.0893,108,Bronze,Cross-sell,High
439,CUST-C0210,INST-018,Credit Card,0.3858,0.104,Improving,8.5107,0.1946,5.4727,70.4905,98.7727,Approve with Conditions,46411.33,440105.71,0.0337,4150.88,-0.0023,75,Gold,None,High
440,CUST-C0233,INST-019,Credit Card,0.4042,0.2353,Stable,3.8592,0.0249,11.2714,75.4861,90.6558,Approve with Conditions,34621.91,109638.92,0.0475,4996.95,-0.0135,23,Platinum,Cross-sell,Low
441,CUST-C0109,INST-008,Mortgage,0.2528,0.1512,Improving,-3.6722,0.1101,8.4908,65.036,47.9537,Approve,12706.61,386372.84,0.5917,32172.5,0.1153,119,Silver,Upsell,Low
442,CUST-C0246,INST-011,Mortgage,0.43,0.2946,Stable,9.6142,0.0301,11.1836,96.052,57.4139,Deny,25752.83,377061.3,0.753,8262.96,0.2393,147,Silver,Upsell,Medium
443,CUST-C0044,INST-011,Personal Loan,0.5595,0.2036,Worsening,-5.7772,0.1634,3.0436,92.4624,95.8198,Approve,9984.77,398595.99,0.0016,18127.93,0.0705,18,Silver,None,High
444,CUST-C0182,INST-014,Mortgage,0.2338,0.09,Improving,-8.3877,0.0036,12.328,64.6969,75.637,Deny,43484.38,233957.3,0.6629,950007.2,0.2906,123,Silver,Retention,Low
445,CUST-C0136,INST-013,Business Loan,0.4642,0.2939,Worsening,3.4126,0.0138,11.2182,86.9155,44.254,Approve,22266.31,79349.36,0.7113,7591.66,0.2621,42,Platinum,None,High
446,CUST-C0027,INST-016,Personal Loan,0.1905,0.0892,Improving,1.6043,0.1673,10.6961,63.2762,88.3098,Approve with Conditions,10212.56,103074.16,0.5727,398508.54,-0.0296,133,Gold,Upsell,Medium
447,CUST-C0203,INST-006,Business Loan,0.7177,0.0915,Worsening,3.7473,0.0812,0.7303,79.7554,80.5884,Approve with Conditions,32664.03,161567.0,0.3758,857787.67,0.0846,37,Gold,Upsell,Low
448,CUST-C0168,INST-018,Line of Credit,0.0746,0.2962,Improving,2.015,0.0925,2.3705,91.959,96.3019,Deny,14054.6,396133.43,0.163,395580.27,0.1544,38,Silver,None,Low
449,CUST-C0218,INST-012,Credit Card,0.6303,0.1621,Stable,2.4086,0.1082,13.751,91.3786,42.4501,Deny,46926.27,433519.21,0.7945,3097522.2,0.1566,47,Bronze,Cross-sell,Low
450,CUST-C0141,INST-020,Mortgage,0.0175,0.0713,Worsening,9.1952,0.1819,6.9677,94.2305,67.911,Approve,6004.51,413039.69,0.6872,4824663.92,-0.0342,103,Gold,None,Low
451,CUST-C0070,INST-002,Credit Card,0.0051,0.0177,Worsening,-9.9068,0.1538,4.558,69.2691,85.987,Approve,44302.8,487418.44,0.108,82539.83,0.1755,45,Bronze,Upsell,High
452,CUST-C0207,INST-006,Credit Card,0.3559,0.2112,Improving,-1.5448,0.1873,13.6374,87.1154,51.5317,Deny,32445.85,106148.44,0.7651,7791.31,0.2543,83,Bronze,Upsell,High
453,CUST-C0099,INST-005,Line of Credit,0.3592,0.2776,Stable,-5.4691,0.1163,12.7384,95.8759,83.0198,Approve with Conditions,40658.32,322445.78,0.0651,2544456.2,0.1335,77,Bronze,Retention,Low
454,CUST-C0062,INST-007,Line of Credit,0.7725,0.1422,Worsening,4.5311,0.1962,12.4506,76.6226,44.5838,Deny,42704.54,226996.87,0.6722,1534455.92,0.0213,33,Platinum,Retention,Low
455,CUST-C0177,INST-010,Personal Loan,0.6344,0.2772,Stable,-7.3832,0.0904,7.4392,84.3963,52.4908,Deny,25337.43,257152.28,0.7927,1085913.87,0.1518,140,Gold,Upsell,High
456,CUST-C0219,INST-015,Mortgage,0.014,0.0795,Improving,-3.5784,0.0863,7.1837,90.202,67.4927,Deny,5473.07,369659.38,0.9435,109741.5,0.1742,75,Bronze,Cross-sell,Medium
457,CUST-C0007,INST-007,Business Loan,0.0776,0.0979,Stable,6.2274,0.1932,1.6172,68.8445,51.1045,Deny,33246.32,75850.31,0.368,32453.76,-0.0325,132,Silver,Retention,Medium
458,CUST-C0140,INST-015,Credit Card,0.7534,0.2013,Worsening,2.7712,0.0475,11.0307,64.235,76.8627,Approve,26100.46,302353.27,0.9768,89357.37,0.0072,57,Platinum,None,Medium
459,CUST-C0213,INST-003,Business Loan,0.616,0.278,Improving,-9.0687,0.1652,8.5919,60.4605,52.9047,Approve with Conditions,8450.93,435873.13,0.4198,205983.86,0.0674,77,Bronze,Retention,High
460,CUST-C0068,INST-006,Line of Credit,0.9925,0.1794,Worsening,-5.5281,0.1013,10.3003,78.9082,72.0681,Approve,39083.76,389396.78,0.3271,2394717.2,0.2687,31,Platinum,Retention,High
461,CUST-C0201,INST-004,Personal Loan,0.6397,0.0604,Worsening,-0.7355,0.1151,10.4858,71.7333,76.4282,Approve,44971.24,101022.58,0.2405,17229.1,0.0717,146,Gold,Upsell,Medium
462,CUST-C0024,INST-008,Business Loan,0.2514,0.1192,Improving,3.4859,0.0491,7.0163,96.6335,90.6319,Deny,46073.85,363790.08,0.9176,5985.3,-0.0184,87,Silver,Retention,High
463,CUST-C0118,INST-008,Personal Loan,0.5137,0.1558,Improving,4.4302,0.1295,9.8142,85.0479,62.1739,Deny,23933.39,267314.36,0.4823,51903.65,0.1998,138,Gold,Cross-sell,Low
464,CUST-C0209,INST-001,Line of Credit,0.1419,0.2073,Improving,3.9175,0.0171,14.0505,78.0031,74.6579,Deny,48241.11,243936.99,0.2628,2292.47,0.2245,63,Gold,Cross-sell,Medium
465,CUST-C0092,INST-002,Mortgage,0.7809,0.1293,Worsening,1.54,0.0039,1.6331,75.4902,88.0775,Approve,22091.67,338557.57,0.9924,3558858.55,0.0439,133,Bronze,None,Low
466,CUST-C0041,INST-002,Personal Loan,0.1426,0.2994,Worsening,8.9112,0.0691,7.6665,92.0404,75.5709,Approve,40211.81,107504.46,0.3018,55526.83,0.0423,49,Bronze,Retention,Low
467,CUST-C0211,INST-009,Line of Credit,0.1879,0.0158,Worsening,-5.3964,0.1875,8.1786,77.7854,55.9546,Approve with Conditions,46546.81,457058.59,0.1416,41437.66,-0.0152,102,Gold,Upsell,High
468,CUST-C0010,INST-010,Personal Loan,0.9995,0.057,Worsening,8.0729,0.0136,3.3719,66.4638,90.4893,Deny,43280.8,244525.43,0.1341,999081.62,-0.0674,39,Bronze,Upsell,Medium
469,CUST-C0167,INST-020,Line of Credit,0.457,0.0831,Stable,-4.0663,0.0705,12.1869,66.2758,62.0492,Deny,19123.84,98808.78,0.4327,43814.86,-0.0118,133,Bronze,Upsell,Medium
470,CUST-C0144,INST-016,Line of Credit,0.0576,0.0376,Stable,-7.9692,0.0163,8.4999,96.7607,84.9325,Approve with Conditions,6012.85,352389.51,0.7762,845194.92,0.2052,146,Silver,Cross-sell,Low
471,CUST-C0109,INST-002,Line of Credit,0.0178,0.0452,Improving,0.311,0.1766,2.7392,76.7838,62.1429,Approve,45086.47,455164.4,0.2769,29986.39,0.0896,129,Gold,Cross-sell,Medium
472,CUST-C0147,INST-019,Personal Loan,0.4135,0.155,Improving,-8.0687,0.1537,4.7338,68.3512,89.7738,Approve with Conditions,4713.98,445836.92,0.6914,2414625.48,-0.0135,79,Silver,Upsell,Medium
473,CUST-C0206,INST-005,Mortgage,0.7419,0.14,Stable,-5.8821,0.1159,11.0335,67.4284,66.5449,Deny,14593.95,450182.72,0.0991,23305.62,0.0524,38,Gold,Upsell,High
474,CUST-C0245,INST-020,Credit Card,0.0032,0.238,Stable,-5.2427,0.0742,10.6001,74.5449,58.6905,Deny,20918.48,85440.33,0.3972,843268.76,0.2933,128,Gold,Retention,Medium
475,CUST-C0108,INST-005,Personal Loan,0.5529,0.1892,Stable,-6.5751,0.1267,5.76,72.8257,50.7482,Approve with Conditions,21020.8,46040.17,0.6994,40431.09,0.0988,41,Silver,Retention,Medium
476,CUST-C0121,INST-006,Business Loan,0.604,0.1609,Improving,-2.6978,0.0028,3.569,84.834,71.3446,Approve with Conditions,46169.63,146761.57,0.2824,144660.04,-0.0552,110,Gold,None,Medium
477,CUST-C0064,INST-005,Line of Credit,0.8823,0.1706,Improving,8.6635,0.0455,5.0356,71.936,93.6961,Deny,9531.61,79779.69,0.9969,1732018.94,-0.0497,141,Silver,Upsell,Medium
478,CUST-C0003,INST-002,Credit Card,0.5599,0.0756,Improving,-6.3268,0.1153,4.2442,90.0798,41.3356,Deny,22539.3,247082.78,0.985,7073.53,0.2521,121,Silver,Cross-sell,High
479,CUST-C0115,INST-020,Business Loan,0.423,0.0685,Improving,-0.286,0.0883,6.1428,84.4842,50.1528,Approve,23037.39,467974.1,0.3172,1553.86,-0.0256,111,Silver,Cross-sell,Low
480,CUST-C0067,INST-014,Mortgage,0.9465,0.2235,Worsening,8.8474,0.1446,13.0354,81.4639,98.9519,Approve with Conditions,13886.01,229097.67,0.2635,1894.36,0.0002,111,Silver,Retention,Low
481,CUST-C0128,INST-009,Business Loan,0.5637,0.08,Improving,-3.2631,0.1222,1.8256,95.3683,94.0461,Approve,42461.13,348086.52,0.497,4722540.27,0.2678,95,Gold,None,Medium
482,CUST-C0096,INST-020,Line of Credit,0.3927,0.0994,Stable,6.2717,0.0029,8.7018,97.9656,84.4674,Approve,37020.77,77379.25,0.2337,621948.42,0.0988,28,Bronze,Cross-sell,High
483,CUST-C0094,INST-010,Personal Loan,0.3983,0.1307,Stable,3.6091,0.1534,12.1544,97.4473,42.7946,Approve,39707.89,418393.63,0.021,61281.24,0.1068,151,Gold,None,Medium
484,CUST-C0064,INST-014,Personal Loan,0.0107,0.1033,Worsening,-6.2237,0.0054,14.6808,64.9206,58.0288,Approve,28311.39,18391.2,0.168,3037753.72,0.0426,49,Bronze,None,Low
485,CUST-C0139,INST-007,Business Loan,0.5439,0.2253,Stable,-5.2163,0.1652,0.4058,96.4976,88.2737,Approve,49165.04,458416.12,0.3007,4625.0,0.1394,121,Platinum,Cross-sell,High
486,CUST-C0021,INST-011,Personal Loan,0.4146,0.204,Stable,-6.6697,0.1321,14.9799,95.9414,86.3996,Approve,10501.33,337752.73,0.8853,111373.74,0.256,84,Silver,None,High
487,CUST-C0063,INST-001,Credit Card,0.2226,0.2352,Improving,3.586,0.1928,1.9089,89.5991,62.6569,Approve,42810.49,326429.33,0.789,95043.22,0.1106,86,Platinum,Cross-sell,High
488,CUST-C0124,INST-004,Credit Card,0.5836,0.0723,Stable,-6.7876,0.179,11.4892,85.0134,76.4483,Approve with Conditions,41866.02,257566.59,0.0553,883062.88,0.0332,63,Silver,Upsell,Low
489,CUST-C0193,INST-006,Business Loan,0.3845,0.0965,Stable,-1.2737,0.0513,0.3816,91.4631,76.7409,Approve,23297.11,371681.67,0.7644,86122.52,0.2399,114,Bronze,Upsell,Medium
490,CUST-C0182,INST-020,Mortgage,0.5403,0.1785,Improving,-7.6417,0.0234,13.8842,73.5769,80.4349,Deny,15438.03,76953.79,0.2121,4277.96,0.2724,50,Bronze,Retention,Medium
491,CUST-C0036,INST-012,Business Loan,0.3508,0.0313,Worsening,0.0783,0.1551,2.0859,63.9636,89.3005,Approve with Conditions,15877.3,144161.38,0.4736,1903655.31,0.1945,80,Gold,Cross-sell,Medium
492,CUST-C0195,INST-009,Business Loan,0.3758,0.1112,Stable,-3.5772,0.0721,4.0697,86.3792,79.7148,Approve with Conditions,5404.9,470447.51,0.9837,1436204.14,0.212,67,Silver,Upsell,High
493,CUST-C0220,INST-003,Business Loan,0.0879,0.2712,Worsening,6.859,0.0275,5.3122,93.0869,60.5157,Approve with Conditions,21642.13,61131.39,0.8074,9281.39,0.007,133,Silver,Upsell,Medium
494,CUST-C0049,INST-012,Credit Card,0.3791,0.1716,Stable,9.3765,0.0117,2.2191,81.9424,75.4472,Deny,9450.47,124252.67,0.9067,833635.11,0.0247,20,Silver,Retention,Medium
495,CUST-C0044,INST-003,Mortgage,0.725,0.1409,Worsening,5.871,0.0715,11.1254,92.5045,96.842,Deny,44552.61,295133.74,0.6141,60956.86,-0.085,115,Platinum,None,Low
496,CUST-C0108,INST-014,Mortgage,0.791,0.2171,Stable,4.6797,0.1009,5.6169,84.4768,98.9646,Approve with Conditions,29730.5,172555.27,0.2803,1187009.94,0.0233,142,Silver,Retention,Low
497,CUST-C0037,INST-004,Mortgage,0.8217,0.253,Stable,7.7422,0.0516,5.9336,92.5915,61.6377,Approve with Conditions,36756.72,449651.29,0.5071,2180.18,0.2704,69,Platinum,None,Low
498,CUST-C0231,INST-008,Business Loan,0.9984,0.236,Improving,2.4383,0.1354,3.1186,60.819,97.8045,Approve with Conditions,31539.55,132795.89,0.0384,1128543.95,0.0716,45,Platinum,Upsell,High
499,CUST-C0197,INST-012,Mortgage,0.4071,0.0938,Worsening,-5.7933,0.1644,10.9003,78.5395,48.2711,Deny,34902.98,276792.43,0.8052,3170670.16,0.0837,116,Gold,Retention,Medium
500,CUST-C0220,INST-012,Line of Credit,0.8111,0.1068,Improving,-7.678,0.1001,2.755,73.5846,78.4432,Approve with Conditions,27053.64,323301.09,0.065,55381.07,0.2582,138,Bronze,Upsell,High
501,CUST-C0117,INST-003,Business Loan,0.0741,0.0526,Stable,-9.7233,0.0426,7.4231,62.5341,65.6942,Deny,40006.81,87332.17,0.5521,3751.74,0.2542,133,Bronze,Retention,Medium
502,CUST-C0209,INST-011,Business Loan,0.068,0.0446,Improving,-4.1104,0.0552,6.952,91.5605,93.274,Approve,32385.31,493530.46,0.306,46563.55,-0.0921,117,Bronze,Retention,High
503,CUST-C0211,INST-011,Credit Card,0.7862,0.1788,Worsening,6.4574,0.151,14.0671,73.7716,60.5671,Deny,6037.29,199352.87,0.1239,3262.93,-0.063,104,Gold,Cross-sell,High
504,CUST-C0130,INST-016,Business Loan,0.3329,0.2595,Worsening,0.7358,0.1837,9.5639,94.8023,69.4556,Approve with Conditions,26178.85,69006.39,0.9548,895871.34,-0.038,51,Platinum,Cross-sell,High
505,CUST-C0106,INST-019,Personal Loan,0.3258,0.261,Worsening,1.283,0.1293,2.4736,86.2048,83.1851,Approve with Conditions,49843.5,205624.42,0.5478,30480.11,0.0188,45,Bronze,Retention,Medium
506,CUST-C0222,INST-010,Personal Loan,0.7659,0.1737,Worsening,3.9268,0.0804,8.6818,96.3883,61.6274,Deny,41506.04,287449.18,0.9619,1082.19,0.2755,83,Bronze,Cross-sell,Medium
507,CUST-C0170,INST-020,Personal Loan,0.7501,0.0796,Stable,5.8825,0.1569,0.4957,80.5046,51.8609,Approve with Conditions,44567.55,252905.37,0.0542,63090.65,-0.0213,47,Silver,Retention,Medium
508,CUST-C0143,INST-012,Personal Loan,0.0477,0.002,Worsening,-1.8735,0.0082,3.6249,93.195,64.52,Deny,49998.05,263172.05,0.7856,3911856.92,0.0151,56,Silver,Upsell,Medium
509,CUST-C0098,INST-017,Credit Card,0.0145,0.1447,Improving,7.1072,0.0782,8.212,73.8016,45.389,Approve,39558.08,368678.37,0.0877,6820.45,0.0239,103,Silver,Cross-sell,Medium
510,CUST-C0185,INST-017,Line of Credit,0.3859,0.2259,Worsening,-3.025,0.0026,8.3335,83.4082,51.0013,Deny,19795.66,87128.37,0.1671,4261.65,0.2742,28,Silver,Cross-sell,Medium
511,CUST-C0153,INST-014,Personal Loan,0.542,0.0263,Stable,0.0757,0.0906,13.25,98.4275,91.519,Approve,17177.19,326905.82,0.7928,2146874.81,0.0816,124,Platinum,Cross-sell,Medium
512,CUST-C0005,INST-020,Personal Loan,0.3577,0.1408,Improving,-2.4115,0.192,6.6587,81.6994,78.1592,Approve,28330.94,162604.1,0.0828,99839.19,0.094,156,Gold,Retention,High
513,CUST-C0073,INST-016,Line of Credit,0.0865,0.2265,Stable,7.0742,0.1905,13.5027,60.7452,52.1185,Deny,15751.36,292910.14,0.4195,26396.24,0.0615,150,Bronze,Retention,Medium
514,CUST-C0192,INST-011,Credit Card,0.4848,0.0901,Worsening,4.7731,0.1665,5.8829,93.004,98.4115,Deny,2376.78,375173.63,0.7567,8543.44,0.2279,142,Silver,Retention,Medium
515,CUST-C0218,INST-001,Mortgage,0.8316,0.2013,Improving,6.4411,0.1141,11.4747,96.5524,53.0858,Deny,38528.47,166387.57,0.1363,3676.32,0.2665,21,Silver,Retention,Low
516,CUST-C0182,INST-013,Mortgage,0.4411,0.0877,Stable,7.5634,0.1259,9.7571,81.2978,94.438,Approve,31392.11,120432.6,0.7111,3368502.66,-0.0115,18,Gold,None,Medium
517,CUST-C0011,INST-017,Business Loan,0.8561,0.0112,Stable,6.2913,0.167,1.0465,61.2207,49.3522,Approve,2026.59,331411.98,0.1194,78557.35,0.2162,41,Gold,None,Low
518,CUST-C0074,INST-003,Personal Loan,0.7518,0.0312,Stable,7.9233,0.0489,12.6923,60.0777,61.2216,Approve with Conditions,6280.53,174802.8,0.3286,23396.44,0.2672,151,Platinum,Cross-sell,High
519,CUST-C0221,INST-015,Line of Credit,0.0775,0.2606,Improving,-8.3485,0.1712,9.6564,70.6359,96.5699,Deny,13433.31,330013.15,0.3804,51290.16,0.1007,75,Bronze,None,Low
520,CUST-C0097,INST-007,Personal Loan,0.298,0.2715,Improving,-1.2868,0.0166,7.5098,68.0519,59.3969,Approve,18976.64,65350.75,0.5746,65745.92,0.29,41,Bronze,Retention,Low
